field_1,latitude,longitude,adm1
"5997",-4.8143002700,35.5806184200,Kilimanjaro
"5998",-1.7364611400,34.7050427100,Kaskazini-Pemba
"5999",-5.0674013100,34.7569284300,Kilimanjaro
"6000",-4.1629137700,35.2748893200,Kusini Unguja
"6001",-3.1259446000,33.3504883800,Kagera
"6002",-1.2077849700,34.0961342400,Ruvuma
"6003",-4.6692287300,32.2651906100,Shinyanga
"6004",-9.0825885700,33.5641422000,Singida
"6005",-4.8496183700,34.9425480500,Kilimanjaro
"6006",-4.7820910000,38.2905726900,Lindi
"6007",-9.7214070700,37.8413617500,Tanga
"6008",-4.8437487800,34.7887431600,Kilimanjaro
"6009",-3.2652718000,37.2530975800,Lindi
"6010",-1.6128567800,31.6470985600,Kaskazini-Pemba
"6011",-3.4312833800,36.9736732400,Lindi
"6012",-0.0000000200,0.0000000000,
"6013",-5.7549524100,30.5849240500,Shinyanga
"6014",-10.7972680300,35.1593196400,Tanga
"6015",-10.7866464300,35.1573164900,Tanga
"6016",-1.7163864500,34.4041102100,Kaskazini-Pemba
"6017",-3.8038378100,37.8550095000,Lindi
"6018",-3.2237022700,37.6317119900,Lindi
"6019",-4.3420305900,35.4746150800,Lake Victoria
"6020",-3.1567956300,37.1057693100,Lindi
"6021",-9.2689472200,34.2516018100,Kaskazini-Unguja
"6022",-4.8797395000,38.3676832500,Lindi
"6023",-7.1529963900,39.5060694800,Kusini-Pemba
"6024",-8.0943307500,36.5276616100,Kigoma
"6025",-4.9012688200,38.5707082200,Arusha
"6026",-2.6449783200,33.2847393700,Dodoma
"6027",-3.5488819500,36.1000933300,Lindi
"6028",-11.1246486800,35.0270515700,Tanga
"6029",-10.6945260900,39.3923358000,Tanga
"6030",-5.1808871100,38.8192220600,Arusha
"6031",-6.5771986200,37.0581516000,Kigoma
"6032",-1.4725686200,30.8590632800,Ruvuma
"6033",-9.2600510000,33.8725025100,Singida
"6034",-11.3332965200,37.0692339200,Tanga
"6035",-3.3080411900,37.4578162800,Manyara
"6036",-4.2360221300,37.9975906000,Lindi
"6037",-9.1604308400,33.7721115800,Singida
"6038",-7.6279725900,39.0569570700,Kusini-Pemba
"6039",-4.6678182000,38.2792917100,Lindi
"6040",-6.0819941500,36.7171663300,Kigoma
"6041",-6.7952798100,37.0790160100,Kigoma
"6042",-3.6480347800,37.6313344600,Lindi
"6043",-3.3391349400,36.8871574600,Lindi
"6044",-4.2601506400,34.7288962700,Kilimanjaro
"6045",-9.3434498100,33.6151351500,Singida
"6046",-2.0117115300,33.0761273700,Kagera
"6047",-3.6634005600,33.2337569000,Kagera
"6048",-4.9186199100,35.8642118200,Kilimanjaro
"6049",-1.6855667300,34.3003640800,Kaskazini-Pemba
"6050",-3.1410177000,33.5151125700,Manyara
"6051",-6.7127590400,38.7850202300,Kusini-Pemba
"6052",-1.6748958400,31.1128022900,Ruvuma
"6053",-11.1425675200,37.4493972000,Tanga
"6054",-9.7623031500,34.5257180100,Iringa
"6055",-9.7906359600,38.0683198200,Tanga
"6056",-3.1505595600,31.0681724700,Shinyanga
"6057",-10.8328748000,39.3837122900,Tanga
"6058",-9.2017438100,34.9294484300,Tabora
"6059",-1.9801812100,33.8317243200,Kaskazini-Pemba
"6060",-4.8645809000,34.7270725300,Kilimanjaro
"6061",-4.6559836500,30.0614700800,Arusha
"6062",-4.8093455700,34.9044724600,Kilimanjaro
"6063",-6.7728056200,37.8122684900,Kusini Unguja
"6064",-5.9932698400,35.9543429300,Kigoma
"6065",-6.0827215500,36.1841376300,Kigoma
"6066",-10.2449820700,34.7206675800,Iringa
"6067",-7.2483924300,38.8126974600,Kusini-Pemba
"6068",-9.4882017800,33.9245407200,Tabora
"6069",-8.4736696600,38.9946104900,Kusini-Pemba
"6070",-7.0391061500,37.7524532800,Kusini Unguja
"6071",-1.3094507700,34.2225788600,Ruvuma
"6072",-10.5446627000,35.8705123000,Tanga
"6073",-10.3830465500,40.0950674100,Tanga
"6074",-1.2294415800,30.9490687600,Ruvuma
"6075",-8.6724137900,32.1665652500,Kaskazini-Pemba
"6076",-11.5645086500,35.0268469000,Tanga
"6077",-3.4595751400,33.6652864400,Mbeya
"6078",-1.2991846200,31.8166892700,Dodoma
"6079",-0.0000000200,0.0000000000,
"6080",-8.9285774600,32.9532941200,Kaskazini-Pemba
"6081",-10.5990878000,39.9079718200,Tanga
"6082",-3.2755456800,37.5347033200,Manyara
"6083",-0.0000000200,0.0000000000,
"6084",-8.8806618600,34.9887248000,Tabora
"6085",-4.6299716400,29.7436781800,Tabora
"6086",-3.2896483200,30.9685249700,Shinyanga
"6087",-3.2783659000,37.2235966300,Lindi
"6088",-9.1364110800,34.7732330000,Tabora
"6089",-9.4877651300,39.4643144400,Kusini-Pemba
"6090",-4.3549341300,37.8222136200,Lindi
"6091",-3.3058643600,32.1887879100,Kaskazini-Pemba
"6092",-5.1645213800,34.6335638200,Kilimanjaro
"6093",-8.9544346900,33.9283149800,Kaskazini-Unguja
"6094",-3.4269168000,33.2936225000,Dar-Es-Salaam
"6095",-2.7837984100,31.6461128600,Shinyanga
"6096",-1.2588506000,31.0186525900,Ruvuma
"6097",-3.7102186200,37.6763083700,Lindi
"6098",-10.0334857900,39.4507612700,Tanga
"6099",-11.1915626900,36.3567634200,Tanga
"6100",-6.9339144900,39.1786277800,Kusini-Pemba
"6101",-2.9812878200,34.3342090000,Kaskazini-Pemba
"6102",-0.0000000200,0.0000000000,
"6103",-9.5085852100,34.3083886600,Kaskazini-Unguja
"6104",-2.0086432400,34.3440351000,Kaskazini-Pemba
"6105",-1.7925902100,31.6192286300,Kaskazini-Pemba
"6106",-8.5244659800,35.0904190200,Kaskazini-Unguja
"6107",-5.5543738200,38.9632636400,Kusini-Pemba
"6108",-3.5220137600,35.3319797500,Kusini Unguja
"6109",-4.7408975600,29.7266453000,Tabora
"6110",-4.8285590300,34.7833246500,Kilimanjaro
"6111",-3.7661631200,32.1495730600,Kagera
"6112",-2.9352293100,33.1996049800,Kagera
"6113",-9.2623317600,33.2374680400,Shinyanga
"6114",-4.2030209000,35.2372924400,Kusini Unguja
"6115",-4.4025358300,37.8528988600,Lindi
"6116",-8.0533827300,31.5961457700,Kaskazini-Pemba
"6117",-9.5752785500,39.3738387700,Tanga
"6118",-7.8349211100,36.9112686400,Kigoma
"6119",-4.4998685100,29.7448021900,Tabora
"6120",-8.3773005200,35.3329532400,Kaskazini-Unguja
"6121",-0.0000000200,0.0000000000,
"6122",-5.1759240800,38.8198269400,Arusha
"6123",-4.7513862000,29.7082774800,Tabora
"6124",-8.1190226500,36.6524597900,Kigoma
"6125",-7.0542889200,30.5561225100,Shinyanga
"6126",-6.9049226500,37.6413598000,Kusini Unguja
"6127",-5.7234747700,36.2284915600,Kigoma
"6128",-3.4764639200,36.8053599100,Lindi
"6129",-4.7115369700,29.6730621800,Tabora
"6130",-8.0161333500,31.6750604200,Kaskazini-Pemba
"6131",-1.7210480300,31.6244245800,Kaskazini-Pemba
"6132",-6.4293212700,37.3976253000,Kigoma
"6133",-9.4289731600,33.9374479800,Tabora
"6134",-8.5058750400,31.8249212500,Kaskazini-Pemba
"6135",-1.9626203200,33.8251946500,Kaskazini-Pemba
"6136",-4.1757270100,30.2302890800,Arusha
"6137",-2.5898660700,30.4852705200,Shinyanga
"6138",-6.9943798700,37.8323991800,Kusini Unguja
"6139",-8.9038620400,32.7772387800,Kaskazini-Pemba
"6140",-9.3416644700,34.0152297600,Tabora
"6141",-10.8363100800,39.8620829500,Tanga
"6142",-1.4285261000,31.7711432100,Dodoma
"6143",-3.2273497300,37.2792561800,Lindi
"6144",-1.9327570300,34.0209415900,Kaskazini-Pemba
"6145",-6.6392295700,38.3521343500,Kusini-Pemba
"6146",-6.9794440100,39.3283223900,Kusini-Pemba
"6147",-4.8246815000,34.8938132800,Kilimanjaro
"6148",-3.4139277000,31.6030614900,Kaskazini-Pemba
"6149",-7.6603023000,39.1431739400,Kusini-Pemba
"6150",-0.0000000200,0.0000000000,
"6151",-5.1994420000,32.0808314700,Shinyanga
"6152",-1.1897864100,31.4379815100,Dodoma
"6153",-4.1781421000,37.9357417100,Lindi
"6154",-2.6056862000,31.3205187600,Shinyanga
"6155",-7.4586998400,35.4756528400,Kaskazini-Unguja
"6156",-2.9670413300,33.4389128700,Kagera
"6157",-6.9051418100,37.6414846600,Kusini Unguja
"6158",-1.8343275900,34.7046229200,Kaskazini-Pemba
"6159",-6.8642375300,39.4128959600,Kusini-Pemba
"6160",-9.1660688600,33.5431970500,Singida
"6161",-8.9273798700,36.7535995700,Tanga
"6162",-3.1245304500,34.1869484900,Manyara
"6163",-0.0000000200,0.0000000000,
"6164",-7.1257291000,39.5218704600,Kusini-Pemba
"6165",-9.1163226800,34.5346181100,Tabora
"6166",-2.7058637500,31.4083178000,Shinyanga
"6167",-2.7240398500,33.6167205100,Dodoma
"6168",-10.5902862100,35.7259647300,Tanga
"6169",-4.4605391700,38.0739457300,Lindi
"6170",-2.9093651000,33.3495235200,Kagera
"6171",-6.0096453100,37.0883745300,Kigoma
"6172",-6.3390509300,31.2215998300,Shinyanga
"6173",-3.1351802500,33.5910473300,Manyara
"6174",-4.3454899700,34.1789907600,Kilimanjaro
"6175",-1.3491212000,34.5683858400,Ruvuma
"6176",-3.4127368200,37.3145446700,Lindi
"6177",-1.2110646200,31.3931785600,Dodoma
"6178",-3.6205921800,37.3229028200,Kusini-Pemba
"6179",-9.3123500600,33.8571231000,Singida
"6180",-8.8935471900,35.7600572600,Kigoma
"6181",-4.4734774000,38.2339952600,Lindi
"6182",-10.8202834400,35.2191957000,Tanga
"6183",-10.9883805000,37.2015069900,Tanga
"6184",-3.3906505100,36.7626522000,Lindi
"6185",-2.0135551100,32.9226324600,Dar-Es-Salaam
"6186",-10.7831772600,35.0905656300,Tanga
"6187",-3.9486754600,30.6019467000,Shinyanga
"6188",-2.9798404500,37.0417080400,Lindi
"6189",-8.1361211000,36.6844313500,Kigoma
"6190",-8.8607243800,35.0654880800,Tabora
"6191",-7.3780112000,37.7987869300,Kusini Unguja
"6192",-5.8864755800,36.4483290200,Kigoma
"6193",-3.2630914000,36.6162264300,Lindi
"6194",-8.6691319300,33.8631949700,Shinyanga
"6195",-2.8787543900,33.2840624800,Kagera
"6196",-4.9573001000,29.8853995600,Tabora
"6197",-8.3139739700,35.7446647300,Kaskazini-Unguja
"6198",-7.4532215600,35.8793710100,Kaskazini-Unguja
"6199",-2.0999947200,33.4244042200,Kaskazini-Pemba
"6200",-6.0887083400,37.1600217300,Kigoma
"6201",-9.9066055700,39.5787125400,Tanga
"6202",-3.2035187900,37.0381419400,Lindi
"6203",-3.2841279500,37.5332696300,Manyara
"6204",-3.2607746500,37.2636115100,Lindi
"6205",-9.2043183600,34.0610818200,Kaskazini-Unguja
"6206",-6.3645248000,36.0704122200,Kigoma
"6207",-3.6479421800,32.1585051400,Kagera
"6208",-7.7916191300,39.2738740900,Kusini-Pemba
"6209",-2.0110749500,34.4972735600,Kaskazini-Pemba
"6210",-4.6113619000,34.4627353600,Kilimanjaro
"6211",-2.8702265100,30.5448633300,Shinyanga
"6212",-6.9012246700,39.1835149400,Kusini-Pemba
"6213",-10.3762768300,36.1005167200,Tanga
"6214",-6.4229588900,35.0162094100,Kaskazini-Unguja
"6215",-1.7945140300,31.5924665300,Kaskazini-Pemba
"6216",-9.0692246000,32.9601027800,Kaskazini-Pemba
"6217",-4.7545325900,29.7306354400,Tabora
"6218",-0.0000000200,0.0000000000,
"6219",-8.9643428300,33.1006002600,Kaskazini-Pemba
"6220",-7.1962951800,36.7863644500,Kigoma
"6221",-1.8891744100,34.0101824300,Dodoma
"6222",-6.2881197000,31.2327589500,Shinyanga
"6223",-10.8795334700,35.2632855500,Tanga
"6224",-6.5174001900,37.2210913900,Kigoma
"6225",-3.1746669000,34.2757077400,Kusini Unguja
"6226",-5.5831557300,30.3972958800,Shinyanga
"6227",-9.0754743900,33.5688221600,Singida
"6228",-6.9711566900,39.2907339300,Kusini-Pemba
"6229",-1.7953367400,34.6999501400,Kaskazini-Pemba
"6230",-8.8550955300,34.0220009300,Shinyanga
"6231",-3.8373002600,33.0747403300,Kagera
"6232",-7.8531335600,36.8923710100,Kigoma
"6233",-1.7370556400,34.2921538800,Kaskazini-Pemba
"6234",-9.3759102600,39.6208817700,Kusini-Pemba
"6235",-3.6613035700,33.5499385900,Kagera
"6236",-11.3128813500,34.8322719900,Tanga
"6237",-8.8293001100,33.8520567700,Shinyanga
"6238",-5.3483303500,38.2323101900,Arusha
"6239",-7.2870686300,36.0461799400,Kaskazini-Unguja
"6240",-10.3475664200,39.7740908100,Tanga
"6241",-6.8053483500,37.8541896600,Kusini Unguja
"6242",-6.8185627600,39.0863796700,Kusini-Pemba
"6243",-3.3053084900,37.4664298700,Manyara
"6244",-2.5949065200,32.9310089900,Iringa
"6245",-9.2339309600,34.8912383800,Tabora
"6246",-9.2644556300,33.8168996500,Singida
"6247",-4.7808069500,29.6714042800,Tabora
"6248",-11.4688420700,36.9817153400,Tanga
"6249",-7.4025335500,31.1382247900,Kaskazini-Pemba
"6250",-9.9043990900,34.6907624400,Iringa
"6251",-7.4910909000,35.8091783100,Kaskazini-Unguja
"6252",-10.6298365900,35.4441064900,Tanga
"6253",-4.9760159200,34.9573085800,Kilimanjaro
"6254",-7.1209684000,30.5554699500,Kaskazini-Pemba
"6255",-9.7317175300,39.7084984300,Tanga
"6256",-7.5992248800,36.9965474200,Kigoma
"6257",-10.5120079000,35.7781296400,Tanga
"6258",-5.9601960800,35.3115763600,Kigoma
"6259",-10.3186805100,39.2950188900,Tanga
"6260",-1.4303883900,31.7838959500,Dodoma
"6261",-2.7145877700,33.7134177300,Kaskazini-Pemba
"6262",-7.1582359100,39.0017832100,Kusini-Pemba
"6263",-7.4343586500,37.5676233100,Kusini Unguja
"6264",-3.6828261200,32.1279257600,Kagera
"6265",-6.3364329100,35.5475681500,Kigoma
"6266",-8.8643086000,35.7714777600,Kigoma
"6267",-4.5677036700,34.7288832900,Kilimanjaro
"6268",-3.1576537300,33.7547345000,Manyara
"6269",-4.5210275600,30.2625259900,Arusha
"6270",-2.0882317000,33.0627387600,Kagera
"6271",-4.4532038800,37.8764665100,Lindi
"6272",-8.9198596600,35.0777908700,Tabora
"6273",-6.3228060400,31.1782941000,Shinyanga
"6274",-6.9503612400,37.0761436600,Kigoma
"6275",-9.2672060700,34.2828921100,Kaskazini-Unguja
"6276",-10.6107004900,36.0576432000,Tanga
"6277",-10.0080035400,38.8702065000,Tanga
"6278",-0.0000000200,0.0000000000,
"6279",-6.3072252900,37.4449821800,Kusini Unguja
"6280",-2.7659964700,33.3166781100,Kagera
"6281",-3.9575731000,33.3098653500,Kilimanjaro
"6282",-4.7391565000,38.3304070000,Lindi
"6283",-3.2322933900,37.2226001000,Lindi
"6284",-9.2742998000,34.5830823700,Tabora
"6285",-6.6251308700,36.3946604600,Kigoma
"6286",-9.5510512300,35.1026133000,Tabora
"6287",-9.3446790800,34.5656974600,Tabora
"6288",-4.8256621900,34.5019541000,Kilimanjaro
"6289",-2.0078784500,32.9219078000,Dar-Es-Salaam
"6290",-5.4554739100,35.8503042800,Kigoma
"6291",-3.3303960300,37.4879344600,Manyara
"6292",-4.6011357000,38.2429903700,Lindi
"6293",-7.2013063100,36.9322106500,Kigoma
"6294",-5.8653663900,35.0694704100,Kaskazini-Unguja
"6295",-3.5163246200,36.9554297500,Lindi
"6296",-8.6748886100,36.4081306900,Tanga
"6297",-4.5194748200,30.0382752000,Arusha
"6298",-3.3907527700,36.7692679000,Lindi
"6299",-6.6367785800,38.3480704700,Kusini-Pemba
"6300",-6.8879377300,39.1215575300,Kusini-Pemba
"6301",-4.5019422500,34.9297465600,Kilimanjaro
"6302",-3.5577408900,33.2953433600,Mbeya
"6303",-3.2328048000,30.9454725600,Shinyanga
"6304",-4.6353621000,30.3076103300,Arusha
"6305",-2.0634085700,32.8965269900,Kagera
"6306",-2.8548406300,30.6882402000,Shinyanga
"6307",-0.0000000200,0.0000000000,
"6308",-7.7192473300,35.5322515500,Kaskazini-Unguja
"6309",-3.1806631300,37.2081022700,Lindi
"6310",-4.9560334200,38.5609935900,Arusha
"6311",-3.2881024600,37.4659206500,Manyara
"6312",-3.5859068100,30.7154725500,Shinyanga
"6313",-8.1106906800,31.6391391100,Kaskazini-Pemba
"6314",-7.4269042100,30.6553032100,Kaskazini-Pemba
"6315",-3.1836056400,37.1878819700,Lindi
"6316",-3.3883269200,36.9339010100,Lindi
"6317",-5.7147329800,38.2377238900,Arusha
"6318",-6.0479495700,35.0138308800,Kaskazini-Unguja
"6319",-9.5754219500,34.4886949500,Tabora
"6320",-4.8498375200,39.1555240400,Arusha
"6321",-1.9643034700,33.9331564300,Kaskazini-Pemba
"6322",-9.3072148600,33.0903133100,Kaskazini-Pemba
"6323",-9.3072394100,33.8059890900,Singida
"6324",-9.2833666500,34.5879565800,Tabora
"6325",-1.2101102100,31.8327334800,Dodoma
"6326",-10.5354725900,34.8073333700,Tanga
"6327",-3.7056246600,33.1502609600,Kagera
"6328",-4.5694696700,29.7498399200,Tabora
"6329",-8.0993048700,36.7014682700,Kigoma
"6330",-0.0000000200,0.0000000000,
"6331",-9.7896656200,38.0692510600,Tanga
"6332",-7.5937683400,31.2631121500,Kaskazini-Pemba
"6333",-10.5151700700,34.7092909900,Tanga
"6334",-10.5201221900,38.7083504100,Tanga
"6335",-5.9541877400,35.5417364700,Kigoma
"6336",-3.0369803400,36.7011516700,Lindi
"6337",-10.7290225500,38.6590498700,Tanga
"6338",-7.6982691400,36.9538087600,Kigoma
"6339",-7.0356163100,39.3318583900,Kusini-Pemba
"6340",-7.0248651300,36.4424631200,Kigoma
"6341",-5.3712170700,33.1223093700,Kaskazini-Pemba
"6342",-3.1178667600,33.6519959300,Manyara
"6343",-6.9016509600,39.3666435500,Kusini-Pemba
"6344",-9.4921236900,33.6860450000,Singida
"6345",-3.3287639600,37.4037090700,Manyara
"6346",-3.2303474800,33.1326106500,Kagera
"6347",-6.3795104100,37.3221116500,Kigoma
"6348",-7.4086178900,39.1041920000,Kusini-Pemba
"6349",-8.2519535200,35.8057942300,Kaskazini-Unguja
"6350",-9.2609354500,38.9927258800,Kusini-Pemba
"6351",-3.3171828500,36.6360542000,Lindi
"6352",-10.2869557600,40.1975410300,Tanga
"6353",-0.0000000200,0.0000000000,
"6354",-10.7251074400,34.6729620600,Tanga
"6355",-5.8844284200,34.9957636900,Kaskazini-Unguja
"6356",-8.6492393300,36.4081673400,Tanga
"6357",-9.7733733500,34.5340487200,Iringa
"6358",-3.2458043500,37.2693424700,Lindi
"6359",-6.1330406600,35.9409480300,Kigoma
"6360",-8.9988345700,33.6531939400,Singida
"6361",-9.1796947300,33.5415196300,Singida
"6362",-7.3132481900,36.7485340800,Kigoma
"6363",-3.4207173800,36.7307194700,Lindi
"6364",-3.2604786500,35.8242866400,Kusini Unguja
"6365",-3.6876412000,34.2209962500,Kusini Unguja
"6366",-6.9027454200,39.2126695700,Kusini-Pemba
"6367",-3.7820089800,35.5660363100,Kusini Unguja
"6368",-3.3461373600,35.8643031100,Kusini Unguja
"6369",-2.5219858500,30.5370448800,Shinyanga
"6370",-2.8758355400,37.3580854300,Lindi
"6371",-3.9925198800,33.7066416900,Kilimanjaro
"6372",-9.0669854700,34.8064776300,Tabora
"6373",-10.8107607600,39.6564544900,Tanga
"6374",-0.0000000200,0.0000000000,
"6375",-6.9273607600,37.5396830200,Kusini Unguja
"6376",-3.3269203100,36.9176040400,Lindi
"6377",-1.5139966700,31.1707371900,Ruvuma
"6378",-2.9685929000,37.5350911400,Lindi
"6379",-5.1041739800,30.3856072100,Tabora
"6380",-3.3456926300,36.8391219100,Lindi
"6381",-2.0657119000,32.9586609000,Kagera
"6382",-8.9339581800,33.5306688200,Shinyanga
"6383",-6.3962735700,35.7082958000,Kigoma
"6384",-3.6987636000,35.9570122500,Lake Victoria
"6385",-3.6200352100,37.6744479800,Lindi
"6386",-9.7847964500,34.5923737200,Iringa
"6387",-6.9132182500,38.2119850500,Kusini Unguja
"6388",-3.3852234600,36.9424430100,Lindi
"6389",-3.4546472300,30.6977142400,Shinyanga
"6390",-5.6059081700,30.4442524900,Shinyanga
"6391",-4.2073629000,35.9009530400,Lake Victoria
"6392",-3.4403131000,33.8146705400,Manyara
"6393",-3.5883794500,32.1744107000,Kaskazini-Pemba
"6394",-10.8431680600,35.0207989200,Tanga
"6395",-4.5764918400,38.0688983800,Lindi
"6396",-7.1755214400,39.2912780700,Kusini-Pemba
"6397",-4.2963341300,35.5556420400,Lake Victoria
"6398",-2.6452209900,33.0377375000,Dodoma
"6399",-10.0348865000,39.4492211600,Tanga
"6400",-3.4750299900,34.2822552400,Kusini Unguja
"6401",-10.5556200900,39.9964003500,Tanga
"6402",-4.6609182700,30.2854190300,Arusha
"6403",-5.0460324400,31.5354789900,Shinyanga
"6404",-1.8722864500,33.6977341000,Dodoma
"6405",-3.8376217500,30.5888922900,Shinyanga
"6406",-9.4183717200,33.8335694000,Singida
"6407",-3.7860364400,35.5550705800,Kusini Unguja
"6408",-9.5276651500,33.8163074600,Tabora
"6409",-8.9887468000,32.7949656200,Kaskazini-Pemba
"6410",-3.3509547300,36.7821162900,Lindi
"6411",-2.8632246600,30.5206042500,Shinyanga
"6412",-7.2121254200,36.9233617800,Kigoma
"6413",-9.0815662000,36.0059195400,Tanga
"6414",-4.4937960400,37.9110079700,Lindi
"6415",-1.3924079700,33.8807402500,Ruvuma
"6416",-9.2132982300,33.6866015000,Singida
"6417",-10.7978846200,35.7094067800,Tanga
"6418",-1.6329496000,34.3574154500,Kaskazini-Pemba
"6419",-1.3859422000,30.8380933300,Ruvuma
"6420",-9.6164730400,33.9143691200,Tabora
"6421",-10.2370972000,39.4703775400,Tanga
"6422",-2.0059565300,33.8699834700,Kaskazini-Pemba
"6423",-3.5261262000,33.7885468100,Manyara
"6424",-3.2132325900,35.8830859200,Kusini Unguja
"6425",-4.9420038200,30.0249152700,Tabora
"6426",-1.8572331100,35.3266845400,Manyara
"6427",-4.8672294400,38.8032972300,Arusha
"6428",-2.9390883100,34.2506036000,Kaskazini-Pemba
"6429",-0.0000000200,0.0000000000,
"6430",-3.4881004100,36.8133502600,Lindi
"6431",-6.4447537200,38.8909901500,Kusini-Pemba
"6432",-0.0000000200,0.0000000000,
"6433",-4.8449215900,36.0521452600,Kilimanjaro
"6434",-0.0000000200,0.0000000000,
"6435",-10.2515643100,39.0030766600,Tanga
"6436",-10.5769472100,36.0399237500,Tanga
"6437",-2.9458059600,33.6631353400,Manyara
"6438",-3.7391934000,33.0423305100,Kagera
"6439",-3.5830593800,37.3058806900,Kusini-Pemba
"6440",-10.6227649000,39.4488542800,Tanga
"6441",-7.2048629500,38.7834682500,Kusini-Pemba
"6442",-3.2498290500,36.9164852300,Lindi
"6443",-9.4085704700,33.8747615300,Singida
"6444",-4.6001912400,29.8756268100,Arusha
"6445",-4.6631419900,29.7662540000,Arusha
"6446",-6.9480749400,38.7556660900,Kusini-Pemba
"6447",-4.4303015300,29.7956066200,Arusha
"6448",-9.0012369900,32.8771811600,Kaskazini-Pemba
"6449",-3.2797508400,37.2795769700,Lindi
"6450",-5.2477153600,32.9400406000,Kaskazini-Pemba
"6451",-3.4297002600,33.5146209200,Mbeya
"6452",-3.3261298700,36.7983651600,Lindi
"6453",-11.1521088900,38.4872938900,Tanga
"6454",-5.4308019400,38.8798851600,Kusini-Pemba
"6455",-7.7515377900,36.3898308400,Kaskazini-Unguja
"6456",-3.7789290400,30.6894722300,Shinyanga
"6457",-7.8614816800,35.7908078200,Kaskazini-Unguja
"6458",-3.1469520400,36.9442995000,Lindi
"6459",-3.3270773800,37.3939506100,Manyara
"6460",-4.2063812800,37.8665183100,Lindi
"6461",-6.9703966200,36.9163194700,Kigoma
"6462",-6.1110889000,38.2731905400,Kusini-Pemba
"6463",-8.6130123600,35.0064349500,Kaskazini-Unguja
"6464",-0.0000000200,0.0000000000,
"6465",-5.3374361100,34.7770454100,Kilimanjaro
"6466",-1.7860055900,33.7511915400,Dodoma
"6467",-3.3904908500,37.5548498700,Manyara
"6468",-4.4121142000,37.9098366300,Lindi
"6469",-7.6336426300,39.0589351500,Kusini-Pemba
"6470",-3.7182564600,33.2046703300,Kagera
"6471",-4.6534731000,38.2915627500,Lindi
"6472",-7.0308324300,39.2742970900,Kusini-Pemba
"6473",-7.6394035000,35.6033815100,Kaskazini-Unguja
"6474",-5.2965659100,32.9972526700,Kaskazini-Pemba
"6475",-4.5937021200,33.1601838800,Kilimanjaro
"6476",-2.3721751900,32.4885866800,Kagera
"6477",-8.3860726300,39.1917602100,Kusini-Pemba
"6478",-4.4862428200,34.9626967700,Kusini Unguja
"6479",-9.9552786500,38.9913592300,Tanga
"6480",-9.2574445600,33.8610206900,Singida
"6481",-10.7156803800,39.5605902900,Tanga
"6482",-4.4179040800,32.8995088500,Kilimanjaro
"6483",-4.6640389300,34.8709225100,Kilimanjaro
"6484",-7.0153138800,39.2812848700,Kusini-Pemba
"6485",-1.5350966700,30.8516197600,Ruvuma
"6486",-8.6995265500,34.3869331900,Shinyanga
"6487",-8.9288003400,33.1574921200,Kaskazini-Pemba
"6488",-3.8142466000,32.9740967900,Kagera
"6489",-8.9581478900,33.3484171000,Shinyanga
"6490",-9.1580157600,34.5168590600,Tabora
"6491",-3.6622617900,37.5736263500,Lindi
"6492",-1.7176906600,34.6180617000,Kaskazini-Pemba
"6493",-9.4894046200,33.9761256500,Tabora
"6494",-2.9872916400,33.4101598200,Kagera
"6495",-8.0096654000,31.6076995200,Kaskazini-Pemba
"6496",-1.6765654400,31.1256577900,Ruvuma
"6497",-10.6132593100,35.6503233400,Tanga
"6498",-0.0000000200,0.0000000000,
"6499",-2.6690026600,33.2043074100,Kagera
"6500",-4.3116810300,30.0252199400,Arusha
"6501",-3.8164499600,32.6348076600,Kagera
"6502",-8.9378100600,33.3010689900,Shinyanga
"6503",-9.8813515600,35.1010331900,Iringa
"6504",-1.9123902900,34.0538359900,Kaskazini-Pemba
"6505",-3.6753180400,32.4470552500,Kagera
"6506",-7.0813989200,37.7734886900,Kusini Unguja
"6507",-3.2054126000,37.1428672000,Lindi
"6508",-7.8665749100,38.6169660300,Kusini-Pemba
"6509",-10.5138275500,35.7837226300,Tanga
"6510",-2.9745251100,33.5316807400,Manyara
"6511",-5.5263011200,30.4205496200,Shinyanga
"6512",-3.4914736500,37.4466967900,Lindi
"6513",-5.0633052500,31.0406666500,Tabora
"6514",-10.2318252200,40.1097776500,Tanga
"6515",-6.3074731300,36.8719755700,Kigoma
"6516",-6.9573284500,37.5415791700,Kusini Unguja
"6517",-1.3147775200,31.8082195100,Dodoma
"6518",-3.2943608400,32.2538198200,Kaskazini-Pemba
"6519",-9.2549092800,34.7010233500,Tabora
"6520",-9.2702153400,34.5679218900,Tabora
"6521",-9.2176958800,33.6752965400,Singida
"6522",-7.2543655900,38.0058869600,Kusini Unguja
"6523",-2.9476689100,34.3950940400,Kaskazini-Pemba
"6524",-10.5342630700,34.8453582800,Tanga
"6525",-4.2941435100,38.0260732900,Lindi
"6526",-1.7001480100,31.0063267400,Ruvuma
"6527",-3.2145704000,37.2779037400,Lindi
"6528",-0.0000000200,0.0000000000,
"6529",-5.0266512900,36.1686695700,Kilimanjaro
"6530",-3.3381505600,37.4202981500,Manyara
"6531",-2.9569734600,30.9077523200,Shinyanga
"6532",-5.4198997300,38.9701326600,Kusini-Pemba
"6533",-9.3539273700,34.9162423400,Tabora
"6534",-7.2092349800,38.8030822900,Kusini-Pemba
"6535",-0.0000000200,0.0000000000,
"6536",-8.5536272800,35.9278222000,Kigoma
