title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
Bang Bang,FIP,2500000,39500000,2014,,[18]
As Above/So Below,Uni.,21300000,20600000,2014,,
This is Where I Leave You,WB,34300000,7000000,2014,,"[18, 35]"
That Awkward Moment,Focus,26100000,14400000,2014,"Comedy,Romance","[35, 10749]"
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000,25600000,2014,,
The Gambler,Par.,33700000,5600000,2014,Drama,"[53, 80, 18]"
Million Dollar Arm,BV,36500000,2800000,2014,"Biography,Drama,Sport",[18]
Nightcrawler,ORF,32400000,6300000,2014,"Crime,Drama,Thriller","[80, 18, 53]"
Devil's Due,Fox,15800000,21100000,2014,"Horror,Mystery,Thriller",[27]
A Most Wanted Man,RAtt.,17200000,19000000,2014,"Crime,Drama,Thriller",[53]
The Best of Me,Rela.,26800000,9200000,2014,"Drama,Romance","[18, 10749]"
Endless Love (2014),Uni.,23400000,11300000,2014,,
Get On Up,Uni.,30700000,2700000,2014,"Biography,Drama,Music","[18, 10402]"
The November Man,Rela.,25000000,7500000,2014,"Action,Crime,Thriller","[80, 28, 53]"
The Pirates,WGUSA,416000,32100000,2014,,
Winter's Tale,WB,12600000,18500000,2014,,"[18, 14, 9648, 10749]"
When the Game Stands Tall,TriS,30100000,,2014,"Drama,Family,Sport",[18]
Draft Day,LG/S,28800000,620000,2014,"Drama,Sport",[18]
Big Eyes,Wein.,14500000,14800000,2014,"Biography,Crime,Drama",[18]
The Divine Move,CJ,137000,27800000,2014,,
Top Five,Par.,25300000,800000,2014,"Comedy,Romance","[18, 35]"
Iceman (2014),WGUSA,7700,26000000,2014,,
And So It Goes,CE,15200000,10200000,2014,"Comedy,Drama,Romance","[35, 18, 10749]"
On the Other Side of the Tracks,Wein.,9600,25100000,2014,,"[35, 28, 80]"
The Players,Wein.,10900,24600000,2014,,[35]
The Tale of The Princess Kaguya,GK,703000,23500000,2014,,"[16, 18, 14]"
A Haunted House 2,ORF,17300000,6600000,2014,"Comedy,Fantasy","[35, 27]"
The Railway Man,Wein.,4400000,17900000,2014,"Biography,Drama,Romance","[18, 36]"
Mr. Turner,SPC,4000000,18200000,2014,"Biography,Drama,History","[36, 18]"
The Suspect (2014),WGUSA,219000,21400000,2014,,
Bears,BV,17800000,3500000,2014,,[99]
Yves Saint Laurent,Wein.,724000,20300000,2014,,[18]
Labor Day,Par.,13400000,6900000,2014,"Drama,Romance",[18]
"Like Father, Like Son (2014)",IFC,335000,19600000,2014,,
Left Behind (2014),Free,14000000,5700000,2014,,
Legends of Oz: Dorothy's Return,CE,8500000,10200000,2014,,"[16, 10402, 10751]"
The Drop,FoxS,10700000,7900000,2014,"Crime,Drama","[18, 80]"
The Quiet Ones,LGF,8500000,9300000,2014,,[27]
Sabotage (2014),ORF,10500000,7000000,2014,,
Addicted,LGF,17400000,,2014,"Drama,Thriller","[18, 53]"
Road to Ninja - Naruto the Movie,Elev.,43200,17300000,2014,,
Calvary,FoxS,3600000,13300000,2014,,[18]
The Pyramid,Fox,2800000,14100000,2014,,[27]
Tyler Perry's The Single Moms Club,LGF,16000000,364000,2014,,
Beyond Outrage,Magn.,3900,16200000,2014,,
Before I Go To Sleep,CE,3200000,12200000,2014,"Drama,Horror,Mystery","[9648, 53]"
Vampire Academy,Wein.,7800000,7600000,2014,,"[35, 28, 14]"
Inherent Vice,WB,8100000,6600000,2014,"Comedy,Crime,Drama","[35, 10749, 80, 18, 9648]"
Island of Lemurs: Madagascar (IMAX),WB,11300000,2800000,2014,,
The Two Faces of January,Magn.,507000,13000000,2014,,[53]
Fading Gigolo,MNE,3800000,9600000,2014,,[35]
Foxcatcher,SPC,12100000,,2014,,"[18, 53]"
A Most Violent Year,A24,5700000,6300000,2014,"Crime,Drama,Thriller","[80, 18, 53]"
The Interview (2014),Sony,6100000,5200000,2014,,
One Chance,Wein.,101000,10800000,2014,,"[18, 35, 10402]"
Bicycling with Moliere,Strand,59900,10700000,2014,,
Belle,FoxS,10700000,,2014,,[18]
Wetlands,Strand,59500,10500000,2014,,"[18, 35]"
Moms' Night Out,TriS,10400000,,2014,,[35]
The Babadook,IFC,964000,9300000,2014,"Drama,Horror","[18, 27]"
Nymphomaniac: Volume I,Magn.,786000,9500000,2014,,
Gladiators of Rome,VPD,8200,10100000,2014,,
Mood Indigo,Drft.,303000,9500000,2014,,"[18, 14]"
Alan Partridge: The Movie,Magn.,153000,9600000,2014,,
Venus in Fur,IFC,374000,8000000,2014,,[18]
Filth,Magn.,34400,8300000,2014,,"[80, 18, 35]"
What If (2014),CBS,3500000,4400000,2014,,
Finding Fanny,FIP,616000,7100000,2014,,"[12, 35, 18, 10749]"
Pride (2014),CBS,1400000,6100000,2014,,
Chinese Puzzle,Cohen,339000,7100000,2014,,"[35, 18, 10749]"
A Long Way Down,Magn.,13300,7200000,2014,,"[35, 18]"
Jessabelle,LGF,,7000000,2014,,"[53, 27]"
"Two Days, One Night",IFC,1400000,5400000,2014,,[18]
A Letter to Momo,GK,71700,6700000,2014,,"[35, 14, 16, 18, 10751]"
Cantinflas,LGF,6400000,,2014,,[18]
Le Chef,Cohen,343000,5900000,2014,,[35]
Mas Negro Que La Noche,LGF,870000,5200000,2014,,
French Gigolo (Cliente),IFC,3000,6000000,2014,,
The Trip to Italy,IFC,2900000,3000000,2014,,"[35, 18]"
The Immigrant,Wein.,2000000,3800000,2014,"Drama,Romance","[18, 10749]"
Wish I Was Here,Focus,3600000,1900000,2014,"Comedy,Drama","[18, 35]"
Under the Skin (2014),A24,2600000,2800000,2014,,
The Skeleton Twins,RAtt.,5300000,,2014,"Comedy,Drama,Romance",[18]
The French Minister,IFC,12000,5100000,2014,,
Ernest & Celestine,GK,262000,4800000,2014,,"[16, 35, 18, 10751]"
Tracks (2014),Wein.,510000,4400000,2014,,
The Love Punch,KE,267000,4500000,2014,,[35]
Dear White People,RAtt.,4400000,,2014,"Comedy,Drama,Romance","[35, 18]"
The Lunchbox,SPC,4200000,,2014,"Drama,Romance","[18, 10749]"
My Old Lady,Cohen,4000000,,2014,,"[10749, 35, 18]"
Diplomacy,Zeit.,231000,3700000,2014,,
Horns,RTWC,174000,3700000,2014,,"[53, 27, 18, 14]"
Ida,MBox,3800000,,2014,Drama,[18]
14 Blades,RTWC,,3800000,2014,,"[18, 28, 53]"
Ragnarok,Magn.,1400,3700000,2014,,"[28, 12]"
Veronica Mars,WB,3300000,195000,2014,"Crime,Drama,Mystery","[35, 18, 80]"
Mommy,RAtt.,3500000,,2014,Drama,[18]
Jack and the Cuckoo-Clock Heart,Shout!,,3400000,2014,,"[16, 10749, 12, 18, 14]"
The Grand Seduction,EOne,3400000,,2014,,[35]
Enemy,A24,1000000,2400000,2014,,"[53, 9648]"
Words and Pictures,RAtt.,2200000,1200000,2014,,"[35, 18, 10749]"
The Protector 2,Magn.,2500,3300000,2014,,[28]
The Rover,A24,1100000,2100000,2014,"Action,Crime,Drama","[80, 18]"
The Mystery of Happiness,Strand,8500,3200000,2014,,
Rosewater,ORF,3100000,,2014,"Biography,Drama",[18]
Obvious Child,A24,3100000,,2014,"Comedy,Drama,Romance","[35, 10749]"
The German Doctor,Gold.,418000,2600000,2014,,"[18, 53]"
Citizenfour,RTWC,2800000,202000,2014,,[99]
A Coffee in Berlin,MBox,150000,2600000,2014,,"[18, 35]"
The Good Lie,WB,2700000,,2014,,[18]
The Raid 2,SPC,2600000,,2014,,"[28, 80, 53]"
Living is Easy with Eyes Closed,Outs,11600,2600000,2014,,"[18, 35]"
A Five Star Life,MBox,307000,2200000,2014,,
Kick,UTV,2500000,,2014,,"[28, 35, 10749]"
Kill the Messenger,Focus,2500000,,2014,"Biography,Crime,Drama","[53, 80, 18, 9648]"
The Homesman,Saban,2400000,,2014,"Drama,Western","[37, 18]"
Blood Ties (2014),RAtt.,42500,2400000,2014,,
The Guest (2014),PH,333000,2000000,2014,,
Life of Riley,KL,11600,2300000,2014,,
Ode to My Father,CJ,2300000,,2014,,[18]
Love is Strange,SPC,2300000,,2014,,[18]
Marius,KL,9800,2200000,2014,,
"Men, Women & Children",Par.,706000,1500000,2014,,"[18, 35]"
2 States,UTV,2200000,,2014,,"[35, 10749, 18]"
Nymphomaniac: Volume II,Magn.,327000,1900000,2014,,
Le Week-End,MBox,2200000,,2014,,"[35, 18]"
Gloria (2014),RAtt.,2100000,,2014,,
"20,000 Days on Earth",Drft.,280000,1800000,2014,,"[99, 18, 10402]"
Only Lovers Left Alive,SPC,1900000,,2014,,"[18, 10749]"
Tusk,A24,1800000,,2014,"Comedy,Drama,Horror","[35, 27, 18, 53]"
Awake: The Life of Yogananda,CF&SR,1500000,,2014,,[99]
Fed Up,RTWC,1500000,,2014,,[99]
Finding Vivian Maier,IFC,1500000,,2014,,[99]
Make Your Move,HTR,125000,1300000,2014,,[10402]
Bright Days Ahead,Trib.,21800,1400000,2014,,
Locke,A24,1400000,,2014,Drama,"[18, 53]"
Force Majeure,Magn.,1400000,,2014,,[18]
Postman Pat: The Movie,Shout!,1500,1300000,2014,,"[10751, 35, 16]"
Just a Sigh,Distrib.,75500,1200000,2014,,"[18, 10749]"
Jai Ho,Eros,1300000,,2014,,
For a Woman,FM,32299,1200000,2014,,[18]
Singham Returns,Eros,1200000,,2014,,
Why Don't You Play in Hell,Drft.,28500,1200000,2014,,
The Remaining,Triu,1200000,,2014,,"[53, 27]"
The Way He Looks,Strand,101000,1100000,2014,,"[18, 10749]"
Ilo Ilo,FM,56800,1100000,2014,,
Hector And The Search For Happiness,Rela.,1100000,,2014,,"[12, 18, 35]"
Leviathan (2014),SPC,1100000,,2014,,
The Captive,A24,1100000,,2014,,"[18, 53, 80]"
Laggies,A24,1100000,,2014,,"[35, 10749, 18]"
Jackpot,DR,800,1100000,2014,0,[35]
Lila Lila,Crnth,,1100000,2014,,
Haider,UTV,1000000,,2014,,
Third Person,SPC,1000000,,2014,,"[18, 10749]"
Borgman,Drft.,57500,952000,2014,,"[53, 18]"
The Disappearance of Eleanor Rigby,Wein.,588000,397000,2014,,
Shaadi Ke Side Effects,Eros,921000,,2014,,
Song of the Sea,GK,858000,,2014,,"[10751, 16, 14]"
Kochadaiiyaan,Eros,817000,,2014,,
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300,797000,2014,,
The Zero Theorem,Ampl.,258000,513000,2014,,"[18, 14, 878]"
Palo Alto,Trib.,768000,,2014,Drama,[18]
Ek Villain,Eros,731000,,2014,,"[28, 53]"
Khoobsurat,UTV,711000,,2014,,"[35, 10749]"
Holiday (2014),Relbig.,707000,,2014,,
Hasee Toh Phasee,Relbig.,646000,,2014,,"[35, 10749]"
Frank,Magn.,645000,,2014,,"[35, 18, 9648]"
Mary Kom,Eros,621000,,2014,,"[28, 18, 36]"
The Signal (2014),Focus,601000,,2014,,
Back in Time (Congcong Nanian),CL,569000,,2014,,
Highway (2014),UTV,529000,,2014,,
Dom Hemingway,FoxS,524000,,2014,"Comedy,Crime,Drama","[35, 80, 18]"
The One I Love,RTWC,513000,,2014,,"[10749, 35, 18]"
Archipelago,KL,7800,492000,2014,,
A Girl Walks Home Alone at Night,KL,492000,,2014,,"[27, 10749]"
The Congress,Drft.,138000,318000,2014,,"[18, 878, 16]"
In Secret,RAtt.,444000,,2014,,"[18, 53, 80]"
Bjork - Biophilia Live,CP,128000,306000,2014,,
But Always (Yi Sheng Yi Shi),CL,431000,,2014,,
Beijing Love Story,CL,428000,,2014,,"[18, 10749]"
Goodbye to Language,KL,390000,,2014,,
Humpty Sharma Ki Dulhania,Relbig.,380000,,2014,,"[18, 35, 10749]"
Women Who Flirt (Sajiao Nvren),CL,375000,,2014,,
Joe (2014),RAtt.,373000,,2014,,
Omar,AF,356000,,2014,,"[53, 18, 10749]"
The Face of Love,IFC,350000,,2014,"Drama,Mystery,Romance","[18, 10749]"
Jimi: All Is By My Side,XL,341000,,2014,,"[18, 10402]"
I Origins,FoxS,336000,,2014,"Drama,Romance,Sci-Fi","[878, 18]"
The Last Sentence,MBox,62500,265000,2014,,
On My Way,Cohen,317000,,2014,,
Happy Ending,Eros,314000,,2014,,[35]
I Am Eleven,Proud,310000,,2014,,
7 Boxes,BGP,38100,267000,2014,,"[28, 53]"
The Dance of Reality,Abk.,294000,,2014,,"[18, 14]"
Elsa & Fred (2014),MNE,286000,,2014,,
Main Tera Hero,Eros,275000,,2014,,
Night Moves,Cdgm.,272000,,2014,,"[53, 18]"
Love on the Cloud (Wei Ai),CL,272000,,2014,,
Life of Crime,RAtt.,265000,,2014,,"[35, 80]"
The Green Prince,MBox,258000,,2014,,"[99, 53]"
Action Jackson (2014),Eros,257000,,2014,,
The Blue Room,IFC,255000,,2014,,"[18, 80, 53]"
Tazza: The Hidden Card,CJ,252000,,2014,,
James Cameron's Deepsea Challenge 3D,DLA,236000,,2014,,
Gabrielle (2014),EOne,5500,222000,2014,,
The Breakup Guru,CL,209000,,2014,,
Bethlehem,AF,202000,,2014,,"[18, 53]"
The Double (2014),Magn.,200000,,2014,,
Listen Up Philip,Trib.,200000,,2014,,[35]
We Are The Best!,Magn.,181000,,2014,,
That Demon Within,CL,172000,,2014,,"[53, 80]"
God's Pocket,IFC,170000,,2014,,[18]
Unrelated,KL,4500,154000,2014,,
The Polar Express (2014 re-issue),WB,139000,,2014,,
May in the Summer,Cohen,22000,112000,2014,,"[18, 35]"
The Jewish Cardinal,FM,134000,,2014,,
Zero Motivation,Zeit.,116000,,2014,,"[18, 35]"
Life's a Breeze,Magn.,3500,99700,2014,,"[18, 35]"
The Golden Era,CL,103000,,2014,,
God Help the Girl,Ampl.,103000,,2014,,"[35, 18, 10402]"
The Best Offer,IFC,100000,,2014,,"[18, 10749, 80, 9648]"
Child's Pose,Zeit.,97200,,2014,,[18]
Cuban Fury,EOne,92400,,2014,,[35]
Girl on a Bicycle,Mont.,91400,,2014,,"[35, 10749]"
Breathe In,Cohen,89700,,2014,,[18]
Life After Beth,A24,88300,,2014,,"[10749, 35, 27]"
Advanced Style,B360,87900,,2014,,
Better Living Through Chemistry,Gold.,75100,,2014,,"[18, 35]"
For No Good Reason,SPC,67400,,2014,,"[99, 36]"
The Notebook (2014),SPC,66600,,2014,,
Heropanti,UTV,63600,,2014,,
No Tears for the Dead,CJ,63100,,2014,,"[28, 53]"
Young and Beautiful,IFC,61100,,2014,,
Siddharth,Zeit.,60500,,2014,,
Walk of Shame,FCW,59200,,2014,,[35]
The Conformist (2014 re-release),KL,58700,,2014,,
Rudderless,Gold.,58300,,2014,"Comedy,Drama,Music","[10402, 18, 35]"
The Rocket (2014),KL,56800,,2014,,
In Bloom,BWP,56100,,2014,,"[18, 10749, 53]"
Starred Up,Trib.,54900,,2014,,[18]
Half of a Yellow Sun,Mont.,54500,,2014,,"[10749, 18]"
Hateship Loveship,IFC,54000,,2014,,[18]
"1,000 Times Good Night",FM,53900,,2014,,
The Missing Picture,Strand,52200,,2014,,[99]
Decoding Annie Parker,EOne,48400,,2014,,[18]
Alphaville (2013 re-release),Rialto,47700,,2014,,
Return to The Hiding Place,SEA,45400,,2014,,
Policeman,Crnth,11300,27000,2014,,[18]
White Bird in a Blizzard,Magn.,33800,,2014,,"[53, 18]"
The Hero of Color City,Magn.,32200,,2014,,[16]
Bird People,IFC,32100,,2014,,
Closed Curtain,Vari.,28100,,2014,,
Lilting,Strand,27100,,2014,,[18]
Adult World,IFC,25400,,2014,,[35]
A Tale of Winter (Conte d'hiver),BWP,23300,,2014,,
The Decent One,KL,21300,,2014,,
Guardian Angel,RME,19500,,2014,,
Tasting Menu,Magn.,18700,,2014,,[35]
Two Night Stand,EOne,18600,,2014,"Comedy,Romance","[10749, 35]"
Burning Bush,KL,16700,,2014,,
Horses of God,KL,14800,,2014,,[18]
13 Sins,RTWC,13800,,2014,"Horror,Thriller","[27, 53]"
Camp X-Ray,IFC,13300,,2014,"Drama,War",[18]
Special ID,WGUSA,12700,,2014,,"[18, 28, 80]"
Wolves,KE,12100,,2014,"Action,Fantasy,Horror","[27, 28]"
Falcon Rising,Free,11800,,2014,"Action,Adventure","[12, 28]"
You're Not You,EOne,11500,,2014,,[18]
The Amazing Catfish,Strand,11300,,2014,,"[35, 18]"
Stray Dogs,CGld,10400,,2014,,[18]
Canopy,Mont.,8500,,2014,,
Love is in the Air,FCW,8400,,2014,,"[35, 10749]"
Empty Hours,Strand,8200,,2014,,
Rigor Mortis,WGUSA,7900,,2014,,
The Little Bedroom,CLS,7400,,2014,,
Plot for Peace,,7100,,2014,,
Very Good Girls,WGUSA,6900,,2014,,[18]
Pioneer,Magn.,6900,,2014,,[]
Life of a King,MNE,6500,,2014,,[18]
The Strange Little Cat,KS,5900,,2014,,"[35, 18, 10751]"
"2 Autumns, 3 Winters",FM,5800,,2014,,
The Devil's Hand,RAtt.,5700,,2014,,"[27, 53]"
Anna,VE,4300,,2014,"Drama,Mystery,Sci-Fi",[27]
Open Windows,Cdgm.,1800,,2014,,"[53, 28, 80]"
Mr. Pip,Free,1700,,2014,,
Star Wars: The Force Awakens,BV,936700000,"1,131.60",2015,,"[28, 12, 878, 14]"
Jurassic World,Uni.,652300000,"1,019.40",2015,"Action,Adventure,Sci-Fi","[28, 12, 878, 53]"
Furious 7,Uni.,353000000,"1,163.00",2015,"Action,Crime,Thriller","[28, 80, 53]"
Avengers: Age of Ultron,BV,459000000,946400000,2015,"Action,Adventure,Sci-Fi","[28, 12, 878]"
Minions,Uni.,336000000,823400000,2015,"Adventure,Animation,Comedy","[10751, 16, 12, 35]"
Spectre,Sony,200100000,680600000,2015,"Action,Adventure,Thriller","[28, 12, 80]"
Inside Out,BV,356500000,501100000,2015,"Crime,Drama","[18, 80]"
Mission: Impossible - Rogue Nation,Par.,195000000,487700000,2015,,[28]
The Hunger Games: Mockingjay - Part 2,LGF,281700000,371700000,2015,"Action,Adventure,Sci-Fi","[28, 12, 878]"
The Martian,Fox,228400000,401700000,2015,"Adventure,Drama,Sci-Fi","[18, 12, 878]"
Fifty Shades of Grey,Uni.,166200000,404800000,2015,"Drama,Romance,Thriller","[18, 10749, 53]"
Cinderella (2015),BV,201200000,342400000,2015,,
The Revenant,Fox,183600000,349300000,2015,"Action,Adventure,Biography","[37, 18, 12]"
Ant-Man,BV,180200000,339100000,2015,"Action,Adventure,Comedy","[878, 28, 12]"
Hotel Transylvania 2,Sony,169700000,305100000,2015,"Animation,Comedy,Family","[16, 35, 10751, 14]"
San Andreas,WB (NL),155200000,318800000,2015,"Action,Adventure,Drama","[28, 18, 53]"
Terminator: Genisys,Par.,89800000,350800000,2015,,
Kingsman: The Secret Service,Fox,128300000,286100000,2015,"Action,Adventure,Comedy","[80, 35, 28, 12]"
Home (2015),Fox,177400000,208600000,2015,,
Mad Max: Fury Road,WB,153600000,224800000,2015,"Action,Adventure,Sci-Fi","[28, 12, 878]"
The Good Dinosaur,BV,123100000,209100000,2015,"Adventure,Animation,Comedy","[12, 16, 10751]"
Taken 3,Fox,89300000,237200000,2015,"Action,Thriller","[53, 28]"
The SpongeBob Movie: Sponge Out of Water,Par.,163000000,162200000,2015,"Adventure,Animation,Comedy","[12, 35, 10751, 14, 16]"
Maze Runner: The Scorch Trials,Fox,81700000,230600000,2015,"Action,Sci-Fi,Thriller","[28, 878, 53]"
The Divergent Series: Insurgent,LG/S,130199999,167100000,2015,,
Pitch Perfect 2,Uni.,184300000,103200000,2015,"Comedy,Music","[35, 10402]"
Paddington,W/Dim.,76300000,191800000,2015,"Adventure,Comedy,Family","[35, 12, 10751]"
Mojin: The Lost Legend,WGUSA,1200000,258100000,2015,,"[28, 12, 14]"
Lost in Hong Kong,WGUSA,1300000,255000000,2015,,[35]
The Peanuts Movie,Fox,130199999,116100000,2015,"Adventure,Animation,Comedy","[12, 35, 16, 10751]"
Pixels,Sony,78700000,166100000,2015,"Action,Comedy",[878]
Daddy's Home,Par.,150400000,92400000,2015,,[]
Spy,Fox,110800000,124800000,2015,,"[28, 80, 18, 9648, 53]"
Alvin and the Chipmunks: The Road Chip,Fox,85900000,148900000,2015,"Adventure,Animation,Comedy","[12, 16, 35, 10751]"
Goodbye Mr. Loser,CL,1300000,226800000,2015,,
Ted 2,Uni.,81500000,135200000,2015,Comedy,[35]
Tomorrowland,BV,93400000,115700000,2015,"Action,Adventure,Family","[12, 10751, 9648, 878]"
Everest (2015),Uni.,43500000,159900000,2015,,
Straight Outta Compton,Uni.,161200000,40400000,2015,"Biography,Drama,History","[18, 10402]"
The Intern,WB,75800000,118800000,2015,0,[35]
Jupiter Ascending,WB,47400000,136600000,2015,"Action,Adventure,Sci-Fi","[878, 14, 28, 12]"
Creed,WB (NL),109800000,63800000,2015,Horror,[18]
Fantastic Four,Fox,56100000,111900000,2015,"Action,Adventure,Drama","[28, 12, 878]"
Bridge of Spies,BV,72300000,93200000,2015,"Drama,History,Thriller","[53, 18]"
Focus (2015),WB,53900000,105200000,2015,,
The Hateful Eight,Wein.,54100000,101600000,2015,"Crime,Drama,Mystery","[80, 18, 9648, 37]"
Goosebumps,Sony,80100000,70100000,2015,"Adventure,Comedy,Family","[12, 27, 35]"
The Last Witch Hunter,LG/S,27400000,119600000,2015,"Action,Adventure,Fantasy","[14, 28, 12, 878]"
The Taking of Tiger Mountain,WGUSA,229000,141400000,2015,,
Trainwreck,Uni.,110200000,30600000,2015,"Comedy,Drama,Romance","[35, 10749]"
Mr. Six,CL,1400000,137800000,2015,,"[80, 28, 18]"
Point Break (2015),WB,28800000,104900000,2015,,
The Big Short,Par.,70300000,63200000,2015,"Biography,Comedy,Drama","[35, 18]"
Pan,WB,35100000,93300000,2015,"Adventure,Comedy,Family","[12, 10751, 14]"
Wolf Totem,Sony,211000,125600000,2015,,"[12, 18]"
Magic Mike XXL,WB,66000000,56500000,2015,"Comedy,Drama,Music","[35, 18]"
Dragon Blade,LGP,74100,121500000,2015,,"[28, 18, 12]"
Seventh Son,Uni.,17200000,97000000,2015,"Action,Adventure,Fantasy","[12, 14]"
Insidious Chapter 3,Focus,52200000,60800000,2015,,
Get Hard,WB,90400000,21400000,2015,"Comedy,Crime",[35]
The Man From U.N.C.L.E.,WB,45400000,64400000,2015,,"[35, 28, 12]"
Paul Blart: Mall Cop 2,Sony,71000000,36600000,2015,"Action,Comedy,Crime","[28, 35, 10751]"
Shaun the Sheep Movie,LGF,19400000,86800000,2015,,"[10751, 16, 35, 12]"
Sisters,Uni.,87000000,18000000,2015,Comedy,[35]
Vacation,WB (NL),58900000,46000000,2015,"Adventure,Comedy",[18]
Chappie,Sony,31600000,70500000,2015,"Action,Crime,Drama","[80, 28, 878]"
Joy,Fox,56500000,44700000,2015,0,"[18, 35]"
Black Mass,WB,62600000,37200000,2015,"Biography,Crime,Drama","[18, 80]"
Devil and Angel (E Gun Tian Shi),CL,131000,98500000,2015,,
The Visit,Uni.,65200000,33200000,2015,"Comedy,Drama,Romance","[27, 53, 9648]"
Spotlight,ORF,45100000,53200000,2015,"Crime,Drama","[18, 53, 36]"
Poltergeist (2015),Fox,47400000,48000000,2015,,
In the Heart of the Sea,WB,25000000,68900000,2015,"Action,Adventure,Biography","[53, 18, 12, 28, 36]"
Southpaw,Wein.,52400000,39500000,2015,"Drama,Sport","[28, 18]"
The Second Best Exotic Marigold Hotel,FoxS,33100000,52900000,2015,"Comedy,Drama","[18, 35]"
Paper Towns,Fox,32000000,53500000,2015,"Comedy,Drama,Mystery","[18, 9648, 10749]"
Sicario,LGF,46900000,38000000,2015,"Action,Crime,Drama","[28, 80, 53]"
Hitman: Agent 47,Fox,22500000,59900000,2015,"Action,Adventure,Crime","[28, 80, 53]"
The Wedding Ringer,SGem,64500000,15300000,2015,Comedy,[35]
Paranormal Activity: The Ghost Dimension,Par.,18300000,60600000,2015,"Horror,Mystery,Thriller","[27, 53]"
Crimson Peak,Uni.,31100000,43600000,2015,"Drama,Fantasy,Horror","[18, 14, 27, 9648, 10749, 53]"
The Transporter Refueled,EC,16000000,56600000,2015,"Action,Adventure,Crime","[53, 28, 80, 9648]"
Run All Night,WB,26500000,45200000,2015,"Action,Drama,Thriller","[28, 18, 53]"
War Room,TriS,67800000,,2015,Drama,"[18, 10749]"
The Age of Adaline,LGF,42600000,23000000,2015,"Drama,Fantasy,Romance","[14, 18, 10749]"
The Danish Girl,Focus,11100000,53100000,2015,,[18]
Unfriended,Uni.,32500000,31600000,2015,"Horror,Mystery,Thriller","[27, 53]"
The Longest Ride,Fox,37400000,25500000,2015,"Drama,Romance","[18, 10749]"
Brooklyn,FoxS,38300000,23800000,2015,"Drama,Romance","[18, 10749]"
Dragon Ball Z: Resurrection 'F',FUN,8000000,53800000,2015,,"[28, 12, 16, 14]"
Woman in Gold,Wein.,33299999,28300000,2015,"Biography,Drama,History",[18]
Krampus,Uni.,42700000,18800000,2015,"Comedy,Fantasy,Horror","[27, 35, 14]"
The Walk,TriS,10100000,51000000,2015,"Crime,Thriller","[12, 18, 53]"
The Perfect Guy,SGem,57000000,3200000,2015,"Crime,Drama,Horror","[18, 53]"
The Gift (2015),STX,43800000,15200000,2015,,
No Escape,Wein.,27300000,27100000,2015,"Action,Thriller","[28, 53]"
Sinister 2,Focus,27700000,25100000,2015,"Horror,Mystery,Thriller",[27]
Prem Ratan Dhan Payo,FIP,4400000,48200000,2015,,"[18, 28, 10749]"
The Boy Next Door,Uni.,35400000,17000000,2015,"Horror,Thriller",[18]
The Night Before,Sony,43000000,9300000,2015,"Adventure,Comedy,Fantasy",[35]
Hot Pursuit,WB (NL),34600000,17100000,2015,"Action,Comedy,Crime","[28, 35, 80]"
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000,50200000,2015,,
The Himalayas,CJ,697000,49800000,2015,,
Surprise - Journey To The West,AR,,49600000,2015,,
Entourage,WB,32400000,16900000,2015,Comedy,[35]
The Woman in Black 2: Angel of Death,Rela.,26500000,22400000,2015,,"[53, 27, 18]"
Concussion (2015),Sony,34500000,14100000,2015,,
Mortdecai,LGF,7700000,39600000,2015,"Action,Comedy,Crime","[35, 12]"
Coming Home (2015),SPC,378000,46400000,2015,,
"McFarland, USA",BV,44500000,1200000,2015,"Biography,Drama,Sport",[18]
Max (2015),WB,42700000,1300000,2015,,
Still Alice,SPC,18800000,25100000,2015,Drama,[18]
The DUFF,LGF,34000000,9500000,2015,,"[10749, 35]"
Legend,Uni.,1900000,41100000,2015,Horror,"[12, 14]"
The Gallows,WB (NL),22800000,20200000,2015,"Horror,Mystery,Thriller","[27, 53]"
Love the Coopers,LGF,26300000,16100000,2015,"Comedy,Fantasy,Romance","[35, 10751, 18]"
The Lady in the Van,SPC,10000000,31400000,2015,"Biography,Comedy,Drama","[35, 18]"
Ricki and the Flash,TriS,26800000,14500000,2015,"Comedy,Drama,Music","[35, 18, 10402]"
Carol,Wein.,12700000,27600000,2015,"Drama,Romance","[10749, 18]"
The Lazarus Effect,Rela.,25800000,12600000,2015,"Horror,Mystery,Sci-Fi",[]
The Water Diviner,WB,4200000,34000000,2015,"Drama,History,War","[10752, 18]"
A Walk in the Woods,BG,29500000,8000000,2015,"Adventure,Biography,Comedy","[12, 35, 18]"
Ex Machina,A24,25400000,11400000,2015,"Drama,Mystery,Sci-Fi","[18, 878]"
Burnt,Wein.,13700000,23000000,2015,"Comedy,Drama","[18, 35]"
Room,A24,14700000,20700000,2015,"Drama,Thriller","[18, 53]"
The Secret in their Eyes (2015),STX,20200000,14700000,2015,,
Steve Jobs,Uni.,17800000,16700000,2015,"Biography,Drama","[18, 36]"
Victor Frankenstein,Fox,5800000,28500000,2015,"Drama,Horror,Sci-Fi","[18, 878, 53]"
Project Almanac,Par.,22300000,10900000,2015,"Drama,Mystery,Sci-Fi","[878, 53]"
