,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
8408,"[35, 12]",157409,en,Crystal Fairy & the Magical Cactus,5.172,2013-07-12,Crystal Fairy & the Magical Cactus,5.9,76
8409,"[28, 878]",166660,en,Jurassic Attack,5.17,2013-02-21,Jurassic Attack,3.4,21
8410,"[18, 35]",208277,de,Feuchtgebiete,5.162,2013-11-18,Wetlands,5.3,155
8411,"[16, 14]",192911,en,Monster High: Scaris City of Frights,5.148,2013-03-03,Monster High: Scaris City of Frights,6.9,24
8412,"[35, 10749]",77210,en,Design for Living,5.134,2013-02-10,Design for Living,7.4,71
8413,"[14, 18]",75204,en,Imaginaerum,5.123,2013-05-28,Imaginaerum,5.8,81
8414,[35],230158,en,Aziz Ansari: Buried Alive,5.121,2013-11-01,Aziz Ansari: Buried Alive,7.1,73
8415,[18],191820,de,The Devil's Violinist,5.116,2013-01-30,The Devil's Violinist,5.8,63
8416,[99],173210,en,Downloaded,5.114,2013-06-21,Downloaded,6.6,51
8417,[18],139997,en,And While We Were Here,5.112,2013-09-13,And While We Were Here,6.1,68
8418,[18],103689,es,Post Tenebras Lux,5.108,2013-05-01,Post Tenebras Lux,6.4,54
8419,[35],192345,en,Cavemen,5.086,2013-10-26,Cavemen,5.0,42
8420,"[27, 35, 53]",123107,en,Hellbenders,5.071,2013-10-18,Hellbenders,5.6,27
8421,"[16, 12, 35]",227425,en,Alpha and Omega 2: A Howl-iday Adventure,5.064,2013-10-08,Alpha and Omega 2: A Howl-iday Adventure,5.1,24
8422,[99],121831,en,"Love, Marilyn",5.055,2013-10-18,"Love, Marilyn",6.4,23
8423,"[35, 18, 10402]",141679,en,Spike Island,5.052,2013-10-13,Spike Island,6.8,37
8424,"[10402, 35, 10749, 18]",127370,en,Song for Marion,5.051,2013-06-21,Song for Marion,6.6,85
8425,[35],124461,en,A Glimpse Inside the Mind of Charles Swan III,4.98,2013-02-08,A Glimpse Inside the Mind of Charles Swan III,4.4,40
8426,[35],133790,en,Clear History,4.979,2013-08-10,Clear History,6.2,169
8427,"[80, 18]",100544,en,Officer Down,4.967,2013-01-22,Officer Down,5.7,45
8428,"[10770, 18]",229703,en,Escape from Polygamy,4.928,2013-08-24,Escape from Polygamy,6.5,17
8429,[28],171581,en,The Marine 3: Homefront,4.922,2013-03-05,The Marine 3: Homefront,5.6,56
8430,"[18, 10749]",245792,en,A Fairytale Christmas (Christmas Belle),4.914,2013-12-08,A Fairytale Christmas (Christmas Belle),5.8,35
8431,"[18, 28, 53, 80]",220820,en,Blood of Redemption,4.909,2013-09-24,Blood of Redemption,5.3,23
8432,"[28, 16, 35, 10751]",253617,en,LEGO Marvel Super Heroes: Maximum Overload,4.906,2013-11-05,LEGO Marvel Super Heroes: Maximum Overload,6.5,56
8433,[18],177656,es,"Tensión sexual, Volumen 1: Volátil",4.894,2013-02-12,Sexual Tension: Volatile,6.9,17
8434,[12],100542,en,Vikingdom,4.891,2013-10-04,Vikingdom,4.5,31
8435,"[12, 99]",133441,en,The Summit,4.889,2013-10-04,The Summit,7.1,55
8436,"[27, 53]",78093,en,Alyce Kills,4.873,2013-05-24,Alyce Kills,5.5,53
8437,[27],194121,en,Dark Circles,4.871,2013-01-01,Dark Circles,5.0,50
8438,[18],152745,en,As I Lay Dying,4.835,2013-10-11,As I Lay Dying,5.7,34
8439,"[18, 35]",201066,en,Goodbye World,4.835,2013-06-15,Goodbye World,5.4,72
8440,"[12, 18, 10751, 878]",187462,en,Robosapien: Rebooted,4.83,2013-04-01,Robosapien: Rebooted,5.5,29
8441,"[12, 35, 27]",135579,en,Dead Before Dawn,4.815,2013-09-06,Dead Before Dawn,4.8,41
8442,"[35, 10749]",220746,en,Jewtopia,4.812,2013-09-20,Jewtopia,4.1,20
8443,"[18, 36]",220176,ko,관상,4.804,2013-10-04,The Face Reader,6.5,35
8444,"[28, 878]",192813,en,Age of Dinosaurs,4.799,2013-05-11,Age of Dinosaurs,4.0,52
8445,[35],170752,en,The Hot Flashes,4.792,2013-07-12,The Hot Flashes,4.8,32
8446,[18],137968,en,Drift,4.788,2013-08-02,Drift,5.8,86
8447,"[27, 53]",159211,en,The Haunting of Helena,4.77,2013-06-21,The Haunting of Helena,4.7,47
8448,"[18, 9648, 53]",80318,en,The Motel Life,4.769,2013-11-08,The Motel Life,6.2,25
8449,"[14, 28, 27]",86215,en,The Cloth,4.766,2013-07-03,The Cloth,2.3,16
8450,[35],198062,en,Coffee Town,4.758,2013-07-09,Coffee Town,6.7,56
8451,"[16, 35, 10751, 14]",258152,en,Party Central,4.757,2014-03-21,Party Central,6.3,46
8452,"[27, 53]",222911,en,The Monkey's Paw,4.757,2013-10-08,The Monkey's Paw,4.4,44
8453,[35],156268,en,InAPPropriate Comedy,4.757,2013-03-22,InAPPropriate Comedy,3.1,49
8454,"[10770, 10751]",234951,en,The Thanksgiving House,4.742,2013-11-02,The Thanksgiving House,5.8,11
8455,[18],128133,en,Museum Hours,4.739,2013-06-28,Museum Hours,6.7,23
8456,"[16, 28, 35, 10751]",116977,en,Foodfight!,4.705,2013-05-07,Foodfight!,2.1,46
8457,[18],168245,hi,Kai Po Che!,4.701,2013-03-08,Kai Po Che!,6.8,52
8458,"[28, 35, 27, 878]",188489,en,Birdemic 2: The Resurrection,4.672,2013-04-09,Birdemic 2: The Resurrection,2.4,51
8459,"[878, 12, 10751]",188507,en,Space Warriors,4.659,2013-04-26,Space Warriors,4.4,19
8460,"[18, 27, 53]",211065,en,Proxy,4.658,2013-09-19,Proxy,5.9,57
8461,[35],158743,en,Computer Chess,4.655,2013-07-17,Computer Chess,6.3,56
8462,[99],239459,en,No Half Measures: Creating the Final Season of Breaking Bad,4.641,2013-11-26,No Half Measures: Creating the Final Season of Breaking Bad,8.6,68
8463,"[27, 53]",174671,en,Dark Touch,4.638,2013-09-27,Dark Touch,4.5,59
8464,[18],89237,en,Electrick Children,4.635,2013-03-06,Electrick Children,6.5,73
8465,[18],204709,fr,Au bonheur des ogres,4.631,2013-12-10,The Scapegoat,6.1,67
8466,[28],199556,en,Absolute Deception,4.624,2013-06-11,Absolute Deception,4.9,29
8467,"[28, 878, 12]",185471,en,Battle of the Damned,4.6,2013-07-26,Battle of the Damned,4.9,63
8468,"[35, 10402, 14]",381696,en,Shrek the Musical,4.59,2013-09-17,Shrek the Musical,7.2,44
8469,"[10751, 14, 35]",246569,en,Jinxed,4.573,2013-11-29,Jinxed,6.7,48
8470,[18],216457,fr,La jalousie,4.567,2013-10-03,Jealousy,6.4,28
8471,"[27, 878]",226948,en,Scarecrow,4.543,2013-10-05,Scarecrow,4.3,30
8472,"[18, 10749, 35]",209049,zh,小时代,4.535,2013-07-26,Tiny Times,4.3,23
8473,[99],127918,en,The Gatekeepers,4.534,2013-02-01,The Gatekeepers,7.2,51
8474,[18],124972,en,Generation Um...,4.501,2013-05-02,Generation Um...,4.2,31
8475,"[18, 10749]",204690,ru,Интимные места,4.467,2013-10-10,Intimate Parts,5.3,8
8476,[18],174378,en,Run & Jump,4.465,2014-01-24,Run & Jump,6.7,14
8477,"[18, 36]",156643,zh,Da Shang Hai,4.429,2013-01-03,The Last Tycoon,6.4,22
8478,"[28, 36, 12, 18]",167449,cn,血滴子,4.429,2013-06-14,The Guillotines,5.7,27
8479,"[28, 53]",171776,en,Sparks,4.429,2013-03-01,Sparks,5.0,51
8480,[18],129734,de,Paradies: Glaube,4.427,2013-07-05,Paradise: Faith,7.0,44
8481,"[35, 18]",126797,en,Mental,4.397,2013-03-29,Mental,6.3,45
8482,"[878, 53]",164331,en,Spiders,4.384,2013-02-08,Spiders,4.1,66
8483,[99],159002,en,Cutie and the Boxer,4.378,2013-08-16,Cutie and the Boxer,7.2,44
8484,"[28, 878]",182228,en,100 Degrees Below Zero,4.376,2013-04-13,100 Degrees Below Zero,3.5,46
8485,"[35, 18]",156713,en,C.O.G.,4.375,2013-09-20,C.O.G.,5.4,46
8486,"[35, 12, 18]",151743,zh,人再囧途之泰囧,4.369,2013-02-05,Lost in Thailand,6.5,36
8487,[27],71682,en,Coffin Baby,4.36,2013-03-15,Coffin Baby,4.2,18
8488,"[14, 27]",143142,en,Axe Giant - The Wrath of Paul Bunyan,4.358,2013-04-25,Axe Giant - The Wrath of Paul Bunyan,3.6,14
8489,[27],253477,en,Torture Chamber,4.341,2013-10-10,Torture Chamber,3.1,10
8490,[18],225235,ru,Географ глобус пропил,4.323,2013-11-11,The Geographer Drank His Globe Away,7.0,45
8491,"[28, 878, 12, 14]",76170,en,The Wolverine,4.323,2013-07-25,The Wolverine,6.3,6176
8492,"[28, 12, 878]",284019,en,Phineas and Ferb: Mission Marvel,4.312,2013-10-01,Phineas and Ferb: Mission Marvel,6.1,47
8493,"[35, 10749]",115446,en,Divorce Invitation,4.3,2013-05-09,Divorce Invitation,4.7,17
8494,[27],207273,en,Chilling Visions: 5 Senses of Fear,4.292,2013-05-15,Chilling Visions: 5 Senses of Fear,4.8,24
8495,"[10770, 10751, 14, 18]",230407,en,The Good Witch's Destiny,4.264,2013-10-26,The Good Witch's Destiny,7.1,30
8496,"[18, 53, 36]",110391,fa,وەرزی کەرگەدەن ،,4.259,2013-08-13,Rhino Season,5.8,16
8497,"[18, 10402]",110550,en,I Used to Be Darker,4.238,2013-10-04,I Used to Be Darker,6.1,17
8498,"[18, 878, 53]",219288,en,Dragon Day,4.225,2013-01-10,Dragon Day,3.3,6
8499,"[27, 28, 35, 53]",145668,en,Butcher Boys,4.217,2013-09-06,Butcher Boys,3.4,25
8500,"[35, 10751]",189680,en,All Stars,4.211,2013-05-01,All Stars,5.5,22
8501,"[28, 878]",255692,en,Ice Soldiers,4.198,2013-12-06,Ice Soldiers,4.2,36
8502,"[10751, 10770]",235662,en,Snow Bride,4.188,2013-11-09,Snow Bride,6.4,45
8503,[18],94671,en,Jayne Mansfield's Car,4.161,2013-09-13,Jayne Mansfield's Car,5.9,29
8504,[18],174314,en,Bottled Up,4.157,2013-04-19,Bottled Up,5.5,5
8505,[35],239056,en,Hairbrained,4.142,2013-05-31,Hairbrained,5.2,34
8506,[99],124623,en,I Know That Voice,4.136,2014-01-07,I Know That Voice,7.0,54
8507,"[18, 35]",216652,en,Mike Birbiglia: My Girlfriend's Boyfriend,4.11,2013-08-22,Mike Birbiglia: My Girlfriend's Boyfriend,7.9,36
8508,"[35, 99, 36]",270698,en,I'm a Porn Star,4.095,2013-10-04,I'm a Porn Star,5.8,8
8509,[35],106337,en,Free Samples,4.094,2013-05-31,Free Samples,6.1,19
8510,"[35, 18]",142106,en,Petunia,4.066,2013-06-28,Petunia,5.5,6
8511,"[18, 53]",174344,en,Whitewash,4.058,2013-04-19,Whitewash,6.3,13
8512,"[53, 10770, 18, 36]",177203,en,The Challenger,4.056,2013-11-16,The Challenger,7.2,44
8513,"[80, 18, 53]",218460,en,The Contractor,4.055,2013-09-02,The Contractor,3.2,11
8514,"[28, 878]",179105,de,Scavengers,4.048,2013-03-21,Scavengers,3.3,10
8515,"[27, 18, 53]",228676,en,Mischief Night,4.045,2013-10-30,Mischief Night,4.7,51
8516,"[27, 53]",183661,en,Animus,4.042,2013-03-25,Animus,4.0,13
8517,"[16, 12, 10751]",218726,ja,映画ドラえもん のび太のひみつ道具博物館,4.028,2013-12-31,Doraemon: Nobita's Secret Gadget Museum,5.9,8
8518,[27],219247,en,Zombie Night,4.025,2013-10-08,Zombie Night,3.4,32
8519,[18],121598,en,Midnight's Children,4.022,2013-04-25,Midnight's Children,5.6,20
8520,"[18, 80]",136735,es,El cártel de los sapos,3.976,2013-10-18,The Snitch Cartel,6.6,12
8521,"[27, 53]",167960,en,Sanitarium,3.973,2013-03-01,Sanitarium,4.9,34
8522,"[28, 27]",153509,en,Zombie Massacre,3.969,2013-08-06,Zombie Massacre,3.1,30
8523,[18],156277,en,Big Sur,3.968,2013-11-01,Big Sur,5.4,8
8524,[27],226269,en,13/13/13,3.966,2013-09-30,13/13/13,3.7,20
8525,[18],302135,en,Skating to New York,3.953,2013-11-02,Skating to New York,5.8,9
8526,[53],168399,no,Pionér,3.948,2013-10-12,Pioneer,5.6,45
8527,"[10402, 10749, 35, 18]",214100,en,Sunshine on Leith,3.945,2013-10-03,Sunshine on Leith,6.7,64
8528,"[18, 10749]",128154,he,Out in the Dark,3.934,2013-09-27,Out in the Dark,7.1,57
8529,"[28, 80, 53]",185497,en,Assassins Run,3.929,2013-04-23,Assassins Run,4.4,23
8530,"[35, 18]",210293,en,The Smile Man,3.896,2013-06-15,The Smile Man,7.4,24
8531,"[18, 27, 53]",116248,en,Vampire,3.888,2013-04-25,Vampire,6.2,20
8532,[18],176124,en,Home Run,3.843,2013-04-19,Home Run,6.3,33
8533,[35],97609,en,Somebody Up There Likes Me,3.841,2013-03-08,Somebody Up There Likes Me,5.5,13
8534,"[10770, 10749, 35, 18]",238749,en,A Very Merry Mix-Up,3.835,2013-11-10,A Very Merry Mix-Up,6.3,44
8535,"[10749, 35]",155887,fr,Un Prince (presque) charmant,3.825,2013-02-02,A Prince (almost) Charming,5.4,36
8536,"[28, 27, 53]",232731,en,Attila,3.819,2013-12-31,Attila,1.8,9
8537,[99],180314,en,Salinger,3.814,2013-09-06,Salinger,6.5,31
8538,"[18, 10752]",128158,fr,"Syngué sabour, pierre de patience",3.805,2013-08-14,The Patience Stone,7.0,52
8539,"[18, 36]",199327,ru,Гагарин. Первый в космосе,3.789,2013-06-06,Gagarin: First in Space,6.6,42
8540,"[878, 28, 35, 12]",172721,en,End of the World,3.773,2013-02-22,End of the World,4.3,24
8541,"[10770, 18, 9648]",236324,en,Social Nightmare,3.737,2013-08-31,Social Nightmare,5.4,35
8542,[99],147703,en,Amazing Ocean 3D,3.731,2013-01-27,Amazing Ocean 3D,6.5,5
8543,"[35, 18, 10749]",191566,en,Crazy Kind of Love,3.72,2013-05-31,Crazy Kind of Love,6.1,19
8544,"[28, 35, 27]",211587,en,Blood Shot,3.72,2013-08-01,Blood Shot,3.7,17
8545,"[16, 10751]",199753,en,Tom and Jerry's Giant Adventure,3.698,2013-08-04,Tom and Jerry's Giant Adventure,5.5,28
8546,"[18, 35]",241432,en,Days and Nights,3.674,2014-09-26,Days and Nights,4.7,13
8547,"[53, 18, 80]",128241,en,The Rise,3.672,2013-07-26,The Rise,6.7,49
8548,"[18, 10752, 36]",103742,ru,В тумане,3.664,2013-06-14,In the Fog,6.4,24
8549,"[28, 878, 10770, 12, 18, 53]",172767,en,500 MPH Storm,3.66,2013-03-26,500 MPH Storm,3.0,26
8550,"[28, 80, 18]",227229,en,Dead Drop,3.651,2013-12-26,Dead Drop,4.7,10
8551,"[35, 18]",172897,en,Some Girl(s),3.632,2013-06-28,Some Girl(s),4.9,47
8552,[35],268207,he,כידון,3.596,2013-08-24,Kidon,5.1,45
8553,[35],177851,en,Miss Dial,3.59,2013-03-07,Miss Dial,4.9,6
8554,[27],178687,en,616: Paranormal Incident,3.589,2013-02-12,616: Paranormal Incident,3.1,12
8555,"[28, 18]",180651,ko,전설의 주먹,3.577,2013-04-12,Fists of Legend,7.0,20
8556,"[28, 878]",205126,en,Independence Daysaster,3.562,2013-06-27,Independence Daysaster,4.2,35
8557,"[35, 10749]",147367,en,Slightly Single in L.A.,3.551,2013-09-03,Slightly Single in L.A.,4.8,20
8558,[53],228245,en,The Suspect,3.549,2013-10-16,The Suspect,5.7,21
8559,"[35, 10749]",247849,ru,Odnoklassniki.ru: naCLICKay Udachu,3.545,2013-12-20,Odnoklassniki.ru: The Magic Laptop,2.0,8
8560,[18],219814,fr,Les nuits brûlantes de Linda,3.544,2013-10-08,The Hot Nights of Linda,2.8,58
8561,"[35, 18]",191698,en,2 Jacks,3.534,2013-10-18,2 Jacks,5.3,7
8562,[27],254174,en,The Penny Dreadful Picture Show,3.532,2013-10-08,The Penny Dreadful Picture Show,4.7,14
8563,[18],159667,en,Molly Maxwell,3.514,2013-01-06,Molly Maxwell,6.4,26
8564,"[35, 18]",175555,en,A Madea Christmas,3.507,2013-12-13,A Madea Christmas,6.3,62
8565,[35],186606,en,iSteve,3.5,2013-04-14,iSteve,4.8,22
8566,"[27, 878]",169865,en,The Frankenstein Theory,3.5,2013-03-01,The Frankenstein Theory,4.3,40
8567,[99],124071,en,How to Make Money Selling Drugs,3.446,2013-05-26,How to Make Money Selling Drugs,6.9,56
8568,"[35, 18, 10749]",241903,en,The Christmas Spirit,3.445,2013-12-01,The Christmas Spirit,4.9,14
8569,"[35, 10751, 10770, 18]",57210,en,Angels Sing,3.427,2013-10-19,Angels Sing,5.0,26
8570,"[27, 878]",210910,en,Almost Human,3.427,2013-09-19,Almost Human,4.8,48
8571,"[35, 18]",172548,en,Good Night,3.42,2013-03-08,Good Night,5.9,4
8572,[35],179267,en,Jay And Silent Bob's Super Groovy Cartoon Movie,3.414,2013-04-20,Jay And Silent Bob's Super Groovy Cartoon Movie,5.3,23
8573,"[27, 35]",166981,en,Chastity Bites,3.412,2013-06-01,Chastity Bites,4.4,12
8574,[35],203534,en,Dealin' with Idiots,3.399,2013-07-12,Dealin' with Idiots,5.1,17
8575,"[18, 10749]",196446,en,Last Summer,3.381,2013-05-16,Last Summer,6.1,15
8576,[99],159138,en,The Crash Reel,3.37,2013-12-13,The Crash Reel,7.8,40
8577,[99],212812,en,The Out List,3.364,2013-06-26,The Out List,7.2,10
8578,"[27, 14]",211914,en,Unlucky Charms,3.354,2013-06-05,Unlucky Charms,2.5,6
8579,[99],173205,en,Girl Rising,3.35,2013-03-07,Girl Rising,7.0,24
8580,[18],218993,fr,Avant l'hiver,3.343,2013-12-20,Before the Winter Chill,6.4,32
8581,[35],164443,pt,The Makeover,3.328,2013-01-26,The Makeover,5.4,41
8582,"[10770, 35, 10749]",256277,en,Chance at Romance,3.326,2013-10-05,Chance at Romance,6.1,27
8583,"[35, 18]",165463,hr,Svećenikova djeca,3.321,2013-01-02,The Priest's Children,6.4,25
8584,"[80, 53]",136850,en,Breaking the Girls,3.32,2013-07-26,Breaking the Girls,5.7,39
8585,"[80, 18, 10749]",191824,en,Rushlights,3.317,2013-06-21,Rushlights,5.1,19
8586,"[14, 27, 878]",177146,en,Flying Monkeys,3.305,2013-03-09,Flying Monkeys,4.6,16
8587,"[10749, 18]",122089,fr,Après Mai,3.298,2013-05-03,Something in the Air,6.3,39
8588,[18],168742,lo,The Rocket,3.284,2013-04-19,The Rocket,7.0,33
8589,[99],173467,en,Milius,3.28,2013-03-09,Milius,7.2,24
8590,"[28, 80]",190754,en,On the Job,3.276,2013-09-27,On the Job,6.6,38
8591,"[28, 18, 53]",192210,en,Open Road,3.271,2013-05-21,Open Road,5.1,20
8592,[18],110323,fr,Thérèse Desqueyroux,3.27,2013-08-23,Thérèse,5.7,53
8593,"[18, 53]",94887,en,Girls Against Boys,3.262,2013-02-01,Girls Against Boys,4.6,41
8594,[18],179154,en,Standing Up,3.259,2013-08-16,Standing Up,6.8,30
8595,"[14, 27, 53]",131689,en,The Wicked,3.247,2013-04-30,The Wicked,4.2,48
8596,"[35, 10749]",252034,ru,Любовь в большом городе  3,3.239,2013-12-31,No Love in the City 3,4.9,13
8597,[35],150889,en,Just Crazy Enough,3.229,2013-04-16,Crazy Enough,2.7,6
8598,[99],240629,en,The Class of '92,3.22,2013-12-01,The Class of '92,7.2,48
8599,[27],168802,en,Heebie Jeebies,3.22,2013-02-09,Heebie Jeebies,4.3,6
8600,[53],191094,en,The Employer,3.219,2013-06-07,The Employer,3.8,16
8601,[16],78570,es,Don Gato y su pandilla,3.217,2013-08-02,Top Cat: The Movie,5.2,25
8602,"[16, 12, 35]",132563,en,От винта 3D,3.212,2013-08-05,Wings,3.8,12
8603,"[10751, 99]",75720,en,One Life,3.199,2013-02-01,One Life,7.6,32
8604,[27],225671,en,Amy,3.171,2013-09-30,Amy,2.9,9
8605,"[16, 28]",472027,en,Batman: The Dark Knight Returns (Deluxe Edition),3.154,2013-10-08,Batman: The Dark Knight Returns (Deluxe Edition),8.4,29
8606,"[18, 10749]",195757,en,The Ultimate Life,3.146,2013-09-06,The Ultimate Life,6.3,24
8607,"[99, 10402]",137563,en,A Band Called Death,3.133,2013-06-27,A Band Called Death,7.2,47
8608,[27],178408,en,Dark Feed,3.116,2013-03-18,Dark Feed,4.2,25
8609,"[18, 10751]",252674,en,A Second Chance,3.108,2013-01-01,A Second Chance,5.7,31
8610,"[53, 18, 28]",215776,hi,Madras Cafe,3.103,2013-08-23,Madras Cafe,6.9,54
8611,[53],230168,en,Solo,3.101,2013-07-13,Alone,5.6,27
8612,"[80, 18]",172542,en,Go for Sisters,3.098,2013-11-08,Go for Sisters,5.4,5
8613,[35],165649,en,Tyler Perry's Madea Gets A Job - The Play,3.096,2013-02-01,Tyler Perry's Madea Gets A Job - The Play,6.7,17
8614,[99],178290,en,The Punk Singer,3.093,2013-11-29,The Punk Singer,7.2,41
8615,"[27, 53, 35]",264227,en,Stripped,3.086,2013-05-14,Stripped,3.8,17
8616,"[99, 36]",174358,en,Red Obsession,3.085,2013-09-06,Red Obsession,6.1,10
8617,[53],89591,en,Anazapta,3.085,2013-12-10,Black Plague,5.0,7
8618,[18],115821,es,El artista y la modelo,3.081,2013-08-02,The Artist and the Model,6.2,15
8619,[99],221800,en,Money for Nothing: Inside the Federal Reserve,3.078,2013-09-06,Money for Nothing: Inside the Federal Reserve,6.9,8
8620,[35],251266,en,Sex After Kids,3.073,2013-01-26,Sex After Kids,5.3,16
8621,"[18, 35]",209353,it,Anni felici,3.063,2013-10-10,Those Happy Years,6.3,40
8622,"[16, 10751]",270029,en,Curious George Swings Into Spring,3.06,2013-03-15,Curious George Swings Into Spring,6.6,5
8623,"[878, 18]",235388,en,Beast of the Bering Sea,3.058,2013-11-09,Beast of the Bering Sea,3.9,8
8624,[99],193645,en,Seduced and Abandoned,3.057,2013-10-18,Seduced and Abandoned,6.7,22
8625,"[10749, 10770]",238018,en,The Christmas Ornament,3.051,2013-11-16,The Christmas Ornament,5.9,20
8626,[35],229974,ru,Горько!,3.044,2013-11-11,Bitterly!,6.1,40
8627,"[28, 35, 80]",250608,en,Concrete Blondes,3.041,2013-05-02,Concrete Blondes,5.1,15
8628,"[27, 14, 878]",221737,en,RoboCroc,3.041,2013-09-14,RoboCroc,3.9,13
8629,"[9648, 53]",206349,en,The Devil You Know,3.038,2013-07-09,Devil You Know,4.0,15
8630,"[35, 27]",191562,hi,गो गोआ गॉन,3.032,2013-05-10,Go Goa Gone,5.7,52
8631,[14],60932,en,The Last Keepers,3.03,2013-01-04,The Last Keepers,4.8,28
8632,[],198318,en,Stress Position,3.016,2013-06-13,Stress Position,6.2,5
8633,[878],228417,en,Life Tracker,3.015,2013-03-09,Life Tracker,5.5,6
8634,[99],214083,en,The Armstrong Lie,3.01,2013-10-12,The Armstrong Lie,7.0,68
8635,"[80, 18, 10749]",186935,es,Heli,3.01,2013-10-19,Heli,6.4,46
8636,"[35, 10751]",239347,en,Kristin's Christmas Past,3.009,2013-11-23,Kristin's Christmas Past,6.2,27
8637,"[18, 53]",215935,he,Bethlehem,3.006,2013-11-09,Bethlehem,6.0,17
8638,"[27, 53, 878]",230453,en,Raptor Ranch,3.002,2013-09-13,Raptor Ranch,3.4,9
8639,"[28, 14]",177566,en,Jack the Giant Killer,2.998,2013-03-12,Jack the Giant Killer,3.2,32
8640,[35],248747,ru,Ёлки 3,2.98,2013-12-30,Six Degrees of Celebration 3,6.3,24
8641,[53],120854,en,Lizzie,2.98,2013-07-18,Lizzie,3.0,11
8642,"[35, 14, 10402]",188652,en,The Ghastly Love of Johnny X,2.971,2013-04-26,The Ghastly Love of Johnny X,6.5,9
8643,"[18, 80]",159770,en,The Dirties,2.971,2013-10-04,The Dirties,6.1,57
8644,"[35, 10749]",164130,nl,Verliefd op Ibiza,2.969,2013-02-02,Loving Ibiza,4.9,37
8645,[35],157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2.967,2013-01-15,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,3.0,42
8646,"[27, 53]",239019,en,House of Good and Evil,2.961,2013-04-26,House of Good and Evil,4.5,22
8647,"[9648, 53]",232078,en,Triple Crossed,2.941,2013-11-12,Triple Crossed,4.9,18
8648,"[80, 53]",146955,en,Border Run,2.931,2012-10-12,Border Run,5.6,20
8649,[18],73872,it,Terraferma,2.923,2013-09-06,Terraferma,6.6,43
8650,[35],172469,en,Love & Air Sex,2.921,2013-12-20,Love & Air Sex,4.9,15
8651,"[35, 27]",187010,en,Buck Wild,2.918,2013-04-01,Buck Wild,4.2,14
8652,[18],295196,en,Watercolor Postcards,2.916,2013-01-01,Watercolor Postcards,6.4,8
8653,"[28, 80]",203264,en,Percentage,2.914,2013-04-24,Percentage,4.7,11
8654,"[9648, 53]",228606,en,The Secret Village,2.911,2013-10-18,The Secret Village,2.5,15
8655,"[18, 53]",237614,en,Autumn Blood,2.904,2013-09-10,Autumn Blood,5.5,20
8656,[18],84191,en,The End of Love,2.895,2013-03-01,The End of Love,6.2,17
8657,"[35, 18]",152756,en,Paradise,2.892,2013-10-18,Paradise,5.1,34
8658,[99],238466,en,David Blaine: Real or Magic,2.888,2013-11-19,David Blaine: Real or Magic,6.7,51
8659,"[10770, 18, 10749, 10751]",240906,en,Let It Snow,2.888,2013-11-30,Let It Snow,6.2,31
8660,"[10770, 27, 53]",181175,en,Summoned,2.882,2013-06-01,Summoned,4.5,14
8661,[99],248808,en,Crisis Hotline: Veterans Press 1,2.88,2013-11-11,Crisis Hotline: Veterans Press 1,7.3,10
8662,"[27, 53]",85207,en,Airborne,2.877,2013-02-26,Airborne,3.9,31
8663,[53],228933,en,Drones,2.873,2013-10-25,Drones,4.9,18
8664,"[16, 18, 36, 10749]",173443,pt,Uma História de Amor e Fúria,2.871,2013-03-07,Rio 2096: A Story of Love and Fury,7.7,32
8665,"[99, 36]",91030,de,This Ain’t California,2.869,2013-04-11,This Ain’t California,6.6,18
8666,[99],127962,en,Leviathan,2.866,2013-03-01,Leviathan,6.8,42
8667,"[35, 12]",250251,ru,Ostrov Vezeniya,2.861,2013-12-20,Lucky Island,3.9,6
8668,[18],160165,pl,W Imię...,2.853,2013-09-06,In the Name of...,7.1,28
8669,[9648],221791,en,Garage Sale Mystery,2.852,2013-09-14,Garage Sale Mystery,6.0,28
8670,[53],174376,en,The Moment,2.852,2013-04-21,The Moment,5.5,8
8671,"[10751, 35, 10749]",236417,en,A Golden Christmas 3,2.849,2013-10-16,A Golden Christmas 3,5.4,22
8672,[18],170178,en,K-11,2.848,2013-03-15,K-11,5.2,20
8673,[27],248561,en,Krampus: The Christmas Devil,2.846,2013-08-17,Krampus: The Christmas Devil,2.4,32
8674,"[28, 14]",241224,en,Wonder Woman,2.841,2013-09-29,Wonder Woman,5.9,34
8675,[99],159100,en,Kink,2.841,2013-01-19,Kink,5.6,21
8676,"[35, 14, 27]",177838,en,Ooga Booga,2.835,2013-03-12,Ooga Booga,3.5,6
8677,[18],235093,en,Killing Kennedy,2.834,2013-11-10,Killing Kennedy,5.8,39
8678,"[18, 10749]",207883,en,I'm in Love with a Church Girl,2.834,2013-10-18,I'm in Love with a Church Girl,5.2,24
8679,[10402],202807,en,Madonna: MDNA World Tour,2.832,2013-06-22,Madonna: MDNA World Tour,7.2,20
8680,"[27, 35]",231082,en,Gingerdead Man vs. Evil Bong,2.824,2013-10-29,Gingerdead Man vs. Evil Bong,4.8,11
8681,"[10751, 10749]",238304,en,Catch a Christmas Star,2.82,2013-11-17,Catch a Christmas Star,5.9,25
8682,"[18, 10749]",201277,en,La partida,2.82,2013-05-04,The Last Match,5.9,23
8683,"[53, 878]",142391,en,95ers: Time Runners,2.813,2013-02-14,95ers: Time Runners,4.1,28
