title,studio,domestic_gross,foreign_gross,year
Like Crazy,ParV,3400000.0,336000,2011
The Double,Imag.,138000.0,3600000,2011
Don 2,Relbig.,3700000.0,,2011
Love Crime,IFC,540000.0,3100000,2011
Incendies (U.S. only),SPC,2100000.0,1500000,2011
Martha Marcy May Marlene,FoxS,3000000.0,548000,2011
Fireflies in the Garden,,70600.0,3300000,2011
The King's Speech (PG-13),Wein.,3300000.0,,2011
Machine Gun Preacher,Rela.,539000.0,2800000,2011
The Last Circus,Magn.,40500.0,3200000,2011
From Prada to Nada,LGF,3000000.0,123000,2011
Flypaper,IFC,5000.0,3100000,2011
Zindagi Na Milegi Dobara,Eros,3100000.0,,2011
Take Shelter,SPC,1700000.0,1400000,2011
The Greatest Miracle,KKM,555000.0,2500000,2011
Rapt,Lorb.,45800.0,2900000,2011
Pastorela,LGF,161000.0,2700000,2011
The Double Hour,Gold.,1500000.0,1200000,2011
Everything Must Go,RAtt.,2700000.0,,2011
3 (2011),Strand,60000.0,2600000,2011
Oranges and Sunshine,Cohen,143000.0,2400000,2011
Ong Bak 3,Magn.,14900.0,2300000,2011
Poetry,Kino,356000.0,1900000,2011
The Tree,Zeit.,71200.0,2100000,2011
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000,2011
The Trip (2011),IFC,2000000.0,,2011
Armadillo,Lorb.,14600.0,2000000,2011
Bodyguard,Relbig.,1800000.0,,2011
Brighton Rock,IFC,230000.0,1600000,2011
A Somewhat Gentle Man,Strand,37700.0,1800000,2011
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000,2011
Another Earth,FoxS,1300000.0,456000,2011
A Better Life,Sum.,1800000.0,,2011
Chalet Girl,IFC,1700.0,1700000,2011
Yamla Pagla Deewana,Eros,993000.0,600000,2011
Bill Cunningham New York,Zeit.,1500000.0,,2011
The Art of Getting By,FoxS,1400000.0,,2011
The Devil's Double,LGF,1400000.0,,2011
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000,2011
The Whistleblower,Gold.,1100000.0,,2011
Red State,SMod,1100000.0,,2011
London River,Libre,7200.0,1100000,2011
Desi Boyz,Eros,1100000.0,,2011
When We Leave (Die Fremde),Olive,19600.0,1100000,2011
There Be Dragons,Gold.,1100000.0,,2011
Vanishing on 7th Street,Magn.,22700.0,1000000,2011
Page One: A Year Inside the New York Times,Magn.,1100000.0,,2011
The Time That Remains,IFC,32900.0,1000000,2011
Rockstar (2011),Eros,987000.0,,2011
Meek's Cutoff,Osci.,978000.0,,2011
Texas Killing Fields,Anch.,45500.0,912000,2011
Ready,Eros,955000.0,,2011
Miral,Wein.,373000.0,527000,2011
Submarine,Wein.,468000.0,397000,2011
Higher Ground,SPC,842000.0,,2011
Mozart's Sister,MBox,708000.0,132000,2011
Plastic Planet,FRun,3200.0,836000,2011
Chillar Party,UTV,6300.0,826000,2011
Mausam,Eros,728000.0,,2011
The First Grader,NGE,332000.0,382000,2011
Hobo With a Shotgun,Magn.,703000.0,,2011
Tabloid,IFC,697000.0,,2011
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000,2011
Aarakshan (Reservation),Relbig.,651000.0,,2011
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,,2011
No One Killed Jessica,UTV,441000.0,193000,2011
Korkoro,Lorb.,8200.0,619000,2011
Blackthorn,Magn.,201000.0,423000,2011
How I Ended This Summer,FM,8700.0,614000,2011
The Ledge,IFC,9200.0,602000,2011
Heartbeats,IFC,68700.0,520000,2011
The Future,RAtt.,569000.0,,2011
Dum Maaro Dum,FoxS,564000.0,,2011
Double Dhamaal,Relbig.,544000.0,,2011
Kaboom,IFC,119000.0,421000,2011
Mere Brother Ki Dulhan,Yash,496000.0,,2011
Weekend (2011),IFC,485000.0,,2011
Protektor,FM,3000.0,469000,2011
Circumstance,RAtt.,454000.0,,2011
The Other Woman,IFC,25400.0,427000,2011
Project Nim,RAtt.,411000.0,,2011
Rage (Rabia),Strand,5600.0,403000,2011
The Human Resources Manager,FM,64000.0,329000,2011
Hesher,WHE,383000.0,,2011
7 Khoon Maaf,UTV,270000.0,94700,2011
Another Happy Day,P4,8500.0,347000,2011
Singham,Relbig.,351000.0,,2011
The Mill and the Cross,KC,312000.0,30300,2011
Super,IFC,328000.0,,2011
L'Amour Fou,IFC,312000.0,,2011
Being Elmo: A Puppeteer's Journey,SD,304000.0,,2011
In the Land of Blood and Honey,FD,304000.0,,2011
Special Treatment,FRun,8900.0,286000,2011
Illegal (2011),FM,700.0,289000,2011
The Interrupters,CGld,282000.0,,2011
Rascals,Eros,274000.0,,2011
The Black Power Mix Tape: 1967-1975,IFC,274000.0,,2011
Black Death,Magn.,22600.0,243000,2011
Le Quattro Volte,Lorb.,153000.0,103000,2011
Life in a Day,NGE,253000.0,,2011
Caterpillar,Lorb.,4200.0,248000,2011
Little Girl (La Pivellina),FRun,1400.0,236000,2011
El Bulli: Cooking in Progress,AM,237000.0,,2011
"If I Want to Whistle, I Whistle",FM,12100.0,220000,2011
Into the Abyss,IFC,224000.0,,2011
HappyThankYouMorePlease,Anch.,216000.0,,2011
The Robber,Kino,83500.0,125000,2011
Henry's Crime,MPFT,103000.0,102000,2011
A Good Old Fashioned Orgy,Gold.,200000.0,,2011
Film Socialisme,Lorb.,33000.0,159000,2011
Bol,Eros,189000.0,,2011
Leap Year (2011),Strand,13000.0,175000,2011
A Screaming Man,FM,9900.0,175000,2011
Jig,Scre.,184000.0,,2011
Nostalgia for the Light,Icar.,164000.0,13700,2011
Anchor Baby,AGF,15800.0,161000,2011
Bellflower,Osci.,168000.0,,2011
Restless (2011),SPC,163000.0,,2011
Road to Nowhere,Mont.,40300.0,121000,2011
Magic Trip,Magn.,155000.0,,2011
Eames: The Architect and the Painter,FRun,153000.0,,2011
Revenge of the Electric Car,A23,151000.0,,2011
The Human Centipede 2: Full Sequence,IFC,142000.0,,2011
Cold Weather,IFC,141000.0,,2011
Game (2011),Eros,140000.0,,2011
1911,Vari.,136000.0,,2011
"Life, Above All",SPC,134000.0,,2011
Tomboy (2011),Da.,130000.0,,2011
Octubre,NYer,32100.0,96700,2011
The Arbor,Strand,21600.0,105000,2011
Mysteries of Lisbon,MBox,111000.0,14900,2011
Vidal Sassoon: The Movie,P4,86000.0,38600,2011
Trust (2011),MNE,120000.0,,2011
Steve Jobs: The Lost Interview,Magn.,106000.0,,2011
Rubber,Magn.,100000.0,,2011
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000.0,,2011
Chalo Dilli,Eros,94300.0,,2011
The Whale,Pala.,81900.0,,2011
Beautiful Boy,Anch.,77200.0,,2011
Puncture,MNE,68900.0,,2011
A Beautiful Life,CL,66200.0,,2011
"Tuesday, After Christmas",Lorb.,27800.0,36200,2011
Viva Riva!,MBox,61800.0,,2011
Murder 2,Eros,59500.0,,2011
Dirty Girl,Wein.,55100.0,,2011
Battleship Potemkin (2011 re-issue),Kino,51200.0,,2011
Love U Mr. Kalakaar,Eros,48600.0,,2011
Margaret,FoxS,46500.0,,2011
"Happy, Happy",Magn.,45200.0,,2011
The Myth of the American Sleepover,IFC,41000.0,,2011
Hell and Back Again,DF,40600.0,,2011
Khodorkovsky,KL,39500.0,,2011
Sleeping Beauty (2011) (II),IFC,36600.0,,2011
My Kingdom (2011),CL,36500.0,,2011
Love in Space,CL,34800.0,,2011
Stake Land,IFC,33200.0,,2011
Brotherhood (2011),P4,19700.0,12700,2011
The Son of No One,Anch.,30700.0,,2011
Muran,UTV,30100.0,,2011
The Sleeping Beauty,Strand,29100.0,,2011
Tyrannosaur,Strand,22300.0,,2011
Ceremony,Magn.,22300.0,,2011
I'm Glad My Mother is Alive,Strand,8700.0,13200,2011
Always Kabhi Kabhi,Eros,21400.0,,2011
Empire of Silver,NeoC,,19000,2011
5 Days of War,Anch.,17500.0,,2011
Aurora,CGld,5700.0,5100,2011
Magic to Win,CL,10700.0,,2011
Wrecked,IFC,8000.0,,2011
My Piece of the Pie,IFC,6900.0,,2011
I Melt With You,Magn.,6400.0,,2011
My Joy,KL,6300.0,,2011
To Die Like a Man,Strand,4000.0,900,2011
Blood Ties,ALP,2800.0,,2011
Knuckle,Vita.,2600.0,,2011
Main Street,Magn.,2600.0,,2011
"Love, Wedding, Marriage",IFC,1900.0,,2011
An Invisible Sign,IFC,1300.0,,2011
Marvel's The Avengers,BV,623400000.0,895500000,2012
Skyfall,Sony,304400000.0,804200000,2012
The Dark Knight Rises,WB,448100000.0,636800000,2012
The Hobbit: An Unexpected Journey,WB (NL),303000000.0,718100000,2012
Ice Age: Continental Drift,Fox,161300000.0,715900000,2012
The Twilight Saga: Breaking Dawn Part 2,LG/S,292300000.0,537400000,2012
The Amazing Spider-Man,Sony,262000000.0,495900000,2012
Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012
The Hunger Games,LGF,408000000.0,286400000,2012
MIB 3,Sony,179000000.0,445000000,2012
Life of Pi,Fox,125000000.0,484000000,2012
Ted,Uni.,218800000.0,330600000,2012
Brave,BV,237300000.0,303200000,2012
Wreck-It Ralph,BV,189400000.0,281800000,2012
Les Miserables (2012),Uni.,148800000.0,293000000,2012
The Intouchables (U.S.-only),Wein.,10200000.0,416400000,2012
Django Unchained,Wein.,162800000.0,262600000,2012
Prometheus,Fox,126500000.0,276900000,2012
Snow White and the Huntsman,Uni.,155300000.0,241300000,2012
Taken 2,Fox,139900000.0,236300000,2012
Hotel Transylvania,Sony,148300000.0,210100000,2012
Dr. Seuss' The Lorax,Uni.,214000000.0,134800000,2012
Titanic 3D,Par.,57900000.0,285700000,2012
Journey 2: The Mysterious Island,WB (NL),103900000.0,231400000,2012
The Expendables 2,LGF,85000000.0,229900000,2012
Rise of the Guardians,P/DW,103400000.0,203500000,2012
Wrath of the Titans,WB,83700000.0,221600000,2012
Battleship,Uni.,65400000.0,237600000,2012
John Carter,BV,73100000.0,211100000,2012
The Bourne Legacy,Uni.,113200000.0,162900000,2012
Lincoln,BV,182200000.0,93100000,2012
Dark Shadows,WB,79700000.0,165800000,2012
Resident Evil: Retribution,SGem,42300000.0,197700000,2012
Silver Linings Playbook,Wein.,132100000.0,104300000,2012
American Reunion,Uni.,57000000.0,178000000,2012
Argo,WB,136000000.0,96300000,2012
Jack Reacher,Par.,80100000.0,138300000,2012
Safe House,Uni.,126400000.0,81700000,2012
21 Jump Street,Sony,138400000.0,63100000,2012
Total Recall (2012),Sony,58900000.0,139600000,2012
The Vow,SGem,125000000.0,71100000,2012
Mirror Mirror,Rela.,64900000.0,118100000,2012
The Impossible,LG/S,19000000.0,161300000,2012
The Dictator,Par.,59700000.0,119700000,2012
Looper,TriS,66500000.0,110000000,2012
Magic Mike,WB,113700000.0,53500000,2012
Flight,Par.,93800000.0,68000000,2012
Underworld Awakening,SGem,62300000.0,97800000,2012
This Means War,Fox,54800000.0,101700000,2012
The Secret World of Arrietty,BV,19200000.0,126400000,2012
Paranormal Activity 4,Par.,53900000.0,88900000,2012
Step Up Revolution,LG/S,35100000.0,105400000,2012
The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012
Zero Dark Thirty,Sony,95700000.0,37100000,2012
Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012
Cloud Atlas,WB,27100000.0,103400000,2012
The Woman in Black,CBS,54300000.0,73400000,2012
Chronicle (2012),Fox,64599999.0,62100000,2012
The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012
Parental Guidance,Fox,77300000.0,42500000,2012
Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012
Pitch Perfect,Uni.,65000000.0,50300000,2012
Hope Springs,Sony,63500000.0,50700000,2012
ParaNorman,Focus,56000000.0,51100000,2012
The Campaign,WB,86900000.0,18000000,2012
Let the Bullets Fly,Vari.,63000.0,104300000,2012
Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000,2012
Project X,WB,54700000.0,48000000,2012
The Devil Inside,Par.,53300000.0,48500000,2012
The Lucky One,WB,60500000.0,38900000,2012
Contraband,Uni.,66500000.0,29700000,2012
Think Like a Man,SGem,91500000.0,4500000,2012
This Is 40,Uni.,67500000.0,20500000,2012
The Inbetweeners Movie,WHE,36000.0,88000000,2012
The Possession,LGF,49100000.0,36300000,2012
What to Expect When You're Expecting,LGF,41200000.0,43200000,2012
The Thieves,WGUSA,686000.0,82800000,2012
Savages (2012),Uni.,47400000.0,35600000,2012
Frankenweenie,BV,35300000.0,46200000,2012
Act of Valor,Rela.,70000000.0,11300000,2012
Masquerade (2012),CJ,923000.0,79800000,2012
Sinister,LG/S,48100000.0,29600000,2012
The Grey,ORF,51600000.0,25700000,2012
Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012
To Rome with Love,SPC,16700000.0,56600000,2012
Here Comes the Boom,Sony,45300000.0,27800000,2012
Finding Nemo (3D),BV,41100000.0,28200000,2012
Anna Karenina,Focus,12800000.0,56100000,2012
The Watch,Fox,35400000.0,32900000,2012
Moonrise Kingdom,Focus,45500000.0,22800000,2012
Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012
The Cabin in the Woods,LGF,42100000.0,24400000,2012
Beauty and the Beast (3D),BV,47600000.0,14400000,2012
Rock of Ages,WB (NL),38500000.0,20900000,2012
That's My Boy,Sony,36900000.0,20800000,2012
The Odd Life of Timothy Green,BV,51900000.0,4200000,2012
The Three Stooges,Fox,44300000.0,10500000,2012
The Five-Year Engagement,Uni.,28800000.0,25100000,2012
Lawless,Wein.,37400000.0,16300000,2012
Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012
Red Tails,Fox,49900000.0,489000,2012
"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012
Trouble with the Curve,WB,35800000.0,13200000,2012
Little White Lies,MPI,206000.0,48300000,2012
End of Watch,ORF,41000000.0,7100000,2012
Man on a Ledge,LG/S,18600000.0,27600000,2012
Red Dawn (2012),FD,44800000.0,,2012
House at the End of The Street,Rela.,31600000.0,12700000,2012
The Guilt Trip,Par.,37100000.0,4700000,2012
A Werewolf Boy,CJ,343000.0,41300000,2012
Safe (2012),LGF,17100000.0,23200000,2012
Killing Them Softly,Wein.,15000000.0,22900000,2012
Chernobyl Diaries,WB,18100000.0,19000000,2012
One For the Money,LGF,26400000.0,10500000,2012
Dredd,LGF,13400000.0,22200000,2012
Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012
Arbitrage,RAtt.,7900000.0,27600000,2012
Chimpanzee,BV,29000000.0,5900000,2012
Alex Cross,LG/S,25900000.0,8700000,2012
Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012
Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000,2012
Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012
The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012
Haywire,Rela.,18900000.0,14400000,2012
Katy Perry: Part of Me,Par.,25300000.0,7400000,2012
Lockout,FD,14300000.0,17900000,2012
Joyful Noise,WB,30900000.0,226000,2012
Premium Rush,Sony,20300000.0,10800000,2012
The Raven,Rela.,16000000.0,13600000,2012
Rowdy Rathore,UTV,777000.0,28600000,2012
Dragon (2012),RTWC,11100.0,29100000,2012
Bol Bachchan,FIP,1200000.0,27600000,2012
The Master,Wein.,16399999.0,11900000,2012
Rust and Bone,SPC,2100000.0,23700000,2012
Big Miracle,Uni.,20200000.0,4600000,2012
Sparkle (2012),TriS,24400000.0,240000,2012
To the Arctic (IMAX),WB,14600000.0,9100000,2012
Hitchcock,FoxS,6000000.0,17600000,2012
A Thousand Words,P/DW,18500000.0,3600000,2012
Wanderlust,Uni.,17500000.0,4200000,2012
Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012
Polisse,IFC,211000.0,20200000,2012
Amour,SPC,6700000.0,13100000,2012
The Man with the Iron Fists,Uni.,15600000.0,4099999,2012
Solomon Kane,RTWC,,19600000,2012
Seven Psychopaths,CBS,15000000.0,4400000,2012
Gone,LG/S,11700000.0,6400000,2012
Norwegian Wood,RF,13000.0,17600000,2012
The Cold Light of Day,LG/S,3800000.0,13100000,2012
My Way (2012),CJ,70200.0,16500000,2012
Tomorrow When the War Began,Free,4900.0,16500000,2012
We Have a Pope,IFC,548000.0,15600000,2012
Headhunters,Magn.,1200000.0,14500000,2012
Hit and Run,ORF,13700000.0,704000,2012
War of the Buttons (2012),Wein.,47800.0,13800000,2012
Red Lights (2012),MNE,52600.0,13500000,2012
The Words,CBS,11500000.0,1700000,2012
Playing for Keeps,FD,13100000.0,,2012
Silent House,ORF,12800000.0,347000,2012
Friends with Kids,RAtt.,7300000.0,5800000,2012
The Well-Digger's Daughter,KL,386000.0,12200000,2012
Klown,Drft.,68800.0,12400000,2012
People Like Us,BV,12400000.0,,2012
Seeking Justice,Anch.,412000.0,11900000,2012
Bachelorette,RTWC,448000.0,11500000,2012
This Must Be the Place,Wein.,144000.0,11600000,2012
Fun Size,Par.,9400000.0,2000000,2012
Rec 3: Genesis,Magn.,9600.0,10100000,2012
Delicacy,Cohen,499000.0,9200000,2012
Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012
The Apparition,WB,4900000.0,4700000,2012
For Greater Glory,ArcEnt,5700000.0,4000000,2012
Hysteria,SPC,1800000.0,7700000,2012
Bernie,MNE,9200000.0,,2012
The Sessions,FoxS,6000000.0,3100000,2012
Ruby Sparks,FoxS,2500000.0,6600000,2012
Hyde Park on Hudson,Focus,6400000.0,2500000,2012
On the Road,IFC,744000.0,8000000,2012
Boy (2012),PalUni,256000.0,8400000,2012
Piranha 3DD,W/Dim.,377000.0,8100000,2012
Easy Money (2012),Wein.,206000.0,8199999,2012
Space Dogs 3D,EpicPics,14400.0,8300000,2012
Bel Ami,Magn.,120000.0,8199999,2012
Promised Land (2012),Focus,7600000.0,541000,2012
Iron Sky,EOne,122000.0,8000000,2012
Casa De Mi Padre,LGF,5900000.0,2100000,2012
Heroine,UTV,599000.0,7400000,2012
A Royal Affair,Magn.,1500000.0,6000000,2012
All Together,KL,43200.0,7200000,2012
My Worst Nightmare,Strand,22000.0,7100000,2012
The Collection,LD,6800000.0,,2012
Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012
Goon,Magn.,4200000.0,2300000,2012
Cosmopolis,EOne,764000.0,5300000,2012
Chasing Mavericks,Fox,6000000.0,600,2012
Declaration of War,IFC,59100.0,5800000,2012
Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012
Albert Nobbs,RAtt.,3000000.0,2600000,2012
In Darkness,SPC,1000000.0,4500000,2012
Won't Back Down,Fox,5300000.0,,2012
Farewell My Queen,Cohen,1600000.0,3700000,2012
The Tall Man,Imag.,,5200000,2012
Girl in Progress,LGF,2600000.0,2000000,2012
"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012
Barbara,AF,1000000.0,3100000,2012
The Raid: Redemption,SPC,4099999.0,,2012
Keith Lemon: The Film,,,4000000,2012
Safety Not Guaranteed,FD,4000000.0,,2012
Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012
"Lula, Son of Brazil",NYer,,3800000,2012
The Lady,Cohen,355000.0,3400000,2012
Branded,RAtt.,354000.0,3400000,2012
The Rabbi's Cat,GK,23400.0,3700000,2012
Searching for Sugar Man,SPC,3700000.0,,2012
Killer Joe,LD,2000000.0,1700000,2012
Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012
Robot & Frank,Gold.,3300000.0,,2012
Raiders of the Lost Ark (IMAX),Par.,3100000.0,,2012
Celeste and Jesse Forever,SPC,3100000.0,,2012
Jab Tak Hai Jaan,Yash,3000000.0,,2012
Intruders,MNE,69100.0,2900000,2012
Talaash,Relbig.,2900000.0,,2012
Barfi!,UTV,2800000.0,,2012
A Simple Life,CL,192000.0,2600000,2012
Samsara,Osci.,2700000.0,,2012
Simon and the Oaks,TFA,151000.0,2400000,2012
Jiro Dreams of Sushi,Magn.,2600000.0,,2012
Dabangg 2,Eros,2500000.0,,2012
Kid With a Bike,IFC,1500000.0,1000000,2012
The Queen of Versailles,Magn.,2400000.0,,2012
Ek Tha Tiger,Yash,2300000.0,,2012
Chico & Rita,GK,351000.0,1900000,2012
Stolen (2012),MNE,304000.0,1800000,2012
Footnote,SPC,2000000.0,,2012
The Imposter,IM,898000.0,1100000,2012
Agneepath,Eros,2000000.0,,2012
The Day I Saw Your Heart,FM,3500.0,2000000,2012
English Vinglish,Eros,1900000.0,,2012
Housefull 2,Eros,1800000.0,,2012
The Cup (2012),Myr.,,1800000,2012
Tales of the Night,GK,11000.0,1700000,2012
Beloved (2012),IFC,138000.0,1500000,2012
360,Magn.,100000.0,1600000,2012
2 Days in New York,Magn.,633000.0,1000000,2012
Your Sister's Sister,IFC,1600000.0,,2012
Hermano,MBox,29900.0,1600000,2012
Lay the Favorite,RTWC,21000.0,1600000,2012
Soldiers of Fortune,RAtt.,38900.0,1500000,2012
A Late Quartet,EOne,1600000.0,,2012
I Wish,Magn.,146000.0,1400000,2012
The Salt of Life,Zeit.,317000.0,1200000,2012
Chicken with Plums,SPC,254000.0,1200000,2012
Marley,Magn.,1400000.0,,2012
The Paperboy,MNE,693000.0,661000,2012
Chasing Ice,SD,1300000.0,,2012
Unforgivable,Strand,154000.0,1200000,2012
A Little Bit of Heaven,MNE,15400.0,1300000,2012
The Other Son,Cohen,1300000.0,,2012
Meerkats,NGE,778000.0,482000,2012
"For a Good Time, Call...",Focus,1300000.0,,2012
Take This Waltz,Magn.,1200000.0,,2012
Cocktail (2012),Eros,1200000.0,,2012
Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012
Ek Main Aur Ekk Tu,UTV,1200000.0,,2012
The Deep Blue Sea,MBox,1100000.0,,2012
Coriolanus,Wein.,757000.0,315000,2012
Diana Vreeland: The Eye Has to Travel,Gold.,1000000.0,,2012
First Position,IFC,1000000.0,,2012
Damsels in Distress,SPC,1000000.0,,2012
Rampart,MNE,973000.0,,2012
Elles,KL,158000.0,754000,2012
W.E.,Wein.,583000.0,285000,2012
Breathing,KL,4600.0,803000,2012
Darling Companion,SPC,794000.0,,2012
Teri Meri Kahaani,Eros,781000.0,,2012
Son of Sardaar,Eros,772000.0,,2012
Agent Vinod,Eros,698000.0,,2012
Student of the Year,Eros,670000.0,,2012
The Polar Express (2012 re-issue),WB,669000.0,,2012
Holy Motors,IM,641000.0,,2012
Free Men,FM,53800.0,564000,2012
"Peace, Love and Misunderstanding",IFC,591000.0,,2012
Undefeated (2012),Wein.,562000.0,,2012
Sister (2012),AF,155000.0,400000,2012
Vicky Donor,Eros,549000.0,,2012
Being Flynn,Focus,540000.0,,2012
Ai Weiwei: Never Sorry,IFC,534000.0,,2012
Where Do We Go Now?,SPC,532000.0,,2012
Bully (2012),Wein.,279000.0,182000,2012
Ferrari Ki Sawaari,Eros,434000.0,,2012
Dark Tide,WHE,,432000,2012
Apartment 143,Magn.,400.0,426000,2012
Sound of My Voice,FoxS,408000.0,,2012
Khiladi 786,Eros,379000.0,,2012
Smashed,SPC,377000.0,,2012
Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012
The Oranges,ATO,366000.0,,2012
Liberal Arts,IFC,327000.0,,2012
Compliance,Magn.,319000.0,,2012
Back to 1942,CL,313000.0,,2012
The Flowers of War,WHE,311000.0,,2012
Something From Nothing: The Art of Rap,IM,288000.0,,2012
Love in the Buff,CL,256000.0,,2012
Lola Versus,FoxS,253000.0,,2012
Keep the Lights On,MBox,246000.0,,2012
Gerhard Richter Painting,KL,243000.0,,2012
Trishna,IFC,240000.0,,2012
Elena,Zeit.,233000.0,,2012
Tezz,Eros,230000.0,,2012
The Viral Factor,CL,220000.0,,2012
Neil Young Journeys,SPC,215000.0,,2012
Tai Chi Zero,Vari.,212000.0,,2012
The House I Live In,Abr.,211000.0,,2012
10 Years,Anch.,203000.0,,2012
17 Girls,Strand,15100.0,186000,2012
Tim & Eric's Billion Dollar Movie,Magn.,201000.0,,2012
Any Day Now,MBox,201000.0,,2012
Tere Naal Love Ho Gaya,UTV,178000.0,,2012
The Hunter (2012),Magn.,177000.0,,2012
Butter,RTWC,105000.0,70700,2012
Kill List,IFC,29100.0,143000,2012
Flying Swords of Dragon Gate,IM,170000.0,,2012
Joker,UTV,169000.0,,2012
Dark Horse,BM&DH,166000.0,,2012
Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012
Bullhead,Drft.,152000.0,,2012
Chakravyuh,Eros,152000.0,,2012
Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012
High School,Anch.,139000.0,,2012
Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,,2012
The Loneliest Planet,IFC,130000.0,,2012
Forgiveness of Blood,IFC,127000.0,,2012
Toys in the Attic,Hann.,64900.0,61600,2012
"Turn Me On, Dammit!",NYer,126000.0,,2012
God Bless America,Magn.,123000.0,,2012
Bullet Vanishes,CL,118000.0,,2012
The Woman in the Fifth,ATO,114000.0,,2012
5 Broken Cameras,KL,110000.0,,2012
Hello I Must Be Going,Osci.,107000.0,,2012
The Magic of Belle Isle,Magn.,102000.0,,2012
"Oslo, August 31st",Strand,101000.0,,2012
Wuthering Heights (2012),Osci.,101000.0,,2012
Mugamoodi,UTV,101000.0,,2012
V/H/S,Magn.,100000.0,,2012
Goodbye First Love,IFC,95000.0,,2012
Marina Abramovic: The Artist is Present,MBox,86600.0,,2012
The Eye of the Storm,SEG,83600.0,,2012
Wagner & Me,FRun,37700.0,41000,2012
The Innkeepers,Magn.,78400.0,,2012
This is Not a Film,PalT,77000.0,,2012
The Island President,Gold.,76400.0,,2012
Detachment,Trib.,72700.0,,2012
The Green Wave,RF,,70100,2012
Attenberg,Strand,24000.0,45900,2012
Deadfall (2012),Magn.,66400.0,,2012
Girlfriend Boyfriend - GF BF,CL,64400.0,,2012
Vulgaria,CL,59100.0,,2012
The Turin Horse,CGld,56400.0,,2012
Jodi Breakers,Yash,52600.0,,2012
Painted Skin: The Resurrection,WGUSA,50400.0,,2012
"All's Well, End's Well (2012)",CL,47900.0,,2012
North Sea Texas,Strand,28300.0,16700,2012
Double Trouble,CL,44800.0,,2012
The Fairy,KL,38400.0,,2012
Hit So Hard,Vari.,34000.0,,2012
Kalakalappu@Masala Cafe,UTV,30900.0,,2012
The Bay,RAtt.,30700.0,,2012
You've Been Trumped,ICir,29300.0,,2012
Here (2012),Strand,26700.0,,2012
In Another Country,KL,25100.0,,2012
The First Time,Gold.,22800.0,,2012
Bonsai,Strand,21300.0,,2012
The Day,Anch.,21000.0,,2012
28 Hotel Rooms,Osci.,18900.0,,2012
Lovely Molly,Imag.,18500.0,,2012
Juan of the Dead,Outs,18000.0,,2012
4:44: Last Day on Earth,IFC,17800.0,,2012
Little Birds,MNE,17700.0,,2012
Return (2012),Da.,16100.0,,2012
Alps,KL,16100.0,,2012
Patience (After Sebald),CGld,15900.0,,2012
Take Me Home,Mont.,15800.0,,2012
Reuniting the Rubins,Mont.,13600.0,,2012
Cirkus Columbia,Strand,3500.0,9500,2012
Grassroots,Gold.,12400.0,,2012
Husbands in Goa,UTV,10100.0,,2012
Starry Starry Night,CL,10000.0,,2012
Corpo Celeste,FM,8900.0,,2012
Dreams of a Life,Strand,8400.0,,2012
The Babymakers,MNE,7900.0,,2012
Las Acacias,OutF,6000.0,,2012
The Good Doctor,Magn.,5200.0,,2012
Liar's Autobiography,BSM,5100.0,,2012
Sleepless Night,Trib.,3400.0,,2012
ATM,IFC,3000.0,,2012
About Cherry,IFC,3000.0,,2012
Perfect Sense,IFC,3000.0,,2012
Cheerful Weather for the Wedding,IFC,2700.0,,2012
The Decoy Bride,IFC,800.0,,2012
Death of a Superhero,Trib.,600.0,,2012
Frozen,BV,400700000.0,875700000,2013
